trait_label,pgs_id,ancestry_display,I2,k_eval,Q,auc_pooled
5-year incident prostate cancer,PGS005237,African,97.11794789012389,2,34.69749893047486,0.6989550793777054
5-year incident prostate cancer,PGS005238,African,96.83728397458316,2,31.618393556791116,0.704328902315798
5-year incident prostate cancer,PGS005239,African,96.8016841964007,2,31.266455891398522,0.7060346349890034
5-year incident prostate cancer,PGS005240,African,97.7754424969494,2,44.95276020640856,0.685249322122636
5-year incident prostate cancer,PGS005241,African,97.16888832176018,2,35.321813960434234,0.6909834740962006
5-year incident prostate cancer,PGS005237,European,98.34762532249444,6,302.5948090385909,0.7324575602306561
5-year incident prostate cancer,PGS005238,European,98.0838625435374,6,260.94161372068515,0.7434179019691003
5-year incident prostate cancer,PGS005239,European,98.26805282005576,6,288.6924068989771,0.7347858496087775
5-year incident prostate cancer,PGS005240,European,98.19881537359473,6,277.5950852955448,0.7395835102933223
5-year incident prostate cancer,PGS005241,European,98.59980587938028,6,357.09334344205524,0.7017724296198147
5-year incident prostate cancer,PGS005237,South Asian,79.29312755929743,2,4.8293145324754345,0.8025237663279019
5-year incident prostate cancer,PGS005238,South Asian,76.91868302112943,2,4.332508413256637,0.7982249449558274
5-year incident prostate cancer,PGS005239,South Asian,82.4709610844161,2,5.704819327607101,0.7796813560881879
5-year incident prostate cancer,PGS005240,South Asian,85.19237203016424,2,6.753276095516946,0.771903183395173
5-year incident prostate cancer,PGS005241,South Asian,90.82309820998556,2,10.896923851665502,0.7223571671949593
AD,PGS003992,European,95.0759739071416,3,40.61716900527221,0.5863064455758409
AD,PGS004008,European,94.99259402142395,3,39.94083979922761,0.6185911076330316
AD,PGS004034,European,95.0713823930161,3,40.579329935557936,0.6276276194228975
AD,PGS004062,European,95.01590831453768,3,40.12767272788391,0.6154791205245895
AD,PGS004092,European,95.52583103810927,3,44.70103871881563,0.6173655871024735
AD,PGS004116,European,92.76994723537352,3,27.662315409164567,0.5647813039486171
AD,PGS004146,European,95.20897778359716,3,41.74474485116507,0.6252347811578675
AD NSTEMI,PGS001048,European,74.37618973999538,2,3.9026202186677432,0.729463295209142
AD all cause dementia,PGS000929,European,0,2,6.820413672539208e-4,0.8154232242621486
AD alzheimer's disease,PGS001348,European,0,2,0.04215988741423114,0.8672864401864716
AD asthma,PGS001343,European,68.95698656024575,2,3.221336749219655,0.6284968538704838
AD chronic obstructive pulmonary disease,PGS001333,European,61.22633585670882,2,2.579070155207462,0.7049183036969064
AD myocardial infarction,PGS001316,European,81.05318831916996,2,5.277932861980034,0.7645022893981266
Abdominal aortic aneurysm,PGS003972,European,82.6928078015155,3,11.555889465277504,0.6654711957186649
Alcohol consumed,PGS001086,European,7.104421104246988,2,1.0764774942865638,0.5713006408701788
Alcohol intake versus 10 years previously (More nowadays),PGS001085,European,0,2,0.234189198172276,0.5769605967815696
Alzheimer's/dementia (FH),PGS001347,European,0,2,0.01045512932329337,0.609190819224204
Angina,PGS001260,European,0,2,0.02860041284258247,0.7419870253920366
Ankylosing spondylitis,PGS001267,European,0,2,0.03240554340833097,0.7416116233553236
Arthritis (nos),PGS001135,European,87.74840801553829,2,8.162204563033658,0.6553668333778456
Aspirin,PGS001112,European,91.35439206986634,2,11.56656660909374,0.6978065166685167
Aspirin use self-reported,PGS001113,European,72.01991692797213,2,3.5739708042529585,0.6875144741194849
Asthma,PGS001341,European,67.86367494973324,2,3.111743481670126,0.6285841041909358
Asthma diagnosed by doctor,PGS001344,European,73.92824060460889,2,3.8355677683063343,0.6569747853528994
"Asthma ever, at age 8 years",PGS000799,European,6.883094854170933,2,1.0739188533316415,0.6657873169441756
"Asthma ever, at age 8 years",PGS000800,European,66.22398363932787,2,2.9606807070486045,0.6595495848987047
Atrial Fibrillation (personal history),PGS000016,European,98.23222145989192,2,56.56817170881975,0.6559406808635172
Atrial fibrillation,PGS001340,European,66.56587366005127,2,2.990955976633823,0.7649292020757061
Atrial flutter,PGS001263,European,80.18039646351234,2,5.045509604463135,0.7681286902079268
Blood clot diagnosed by doctor,PGS000930,European,0,2,0.14709496112782527,0.6228001236917164
Blood clot in the leg (DVT),PGS001265,European,46.512080338988135,2,1.8695810312639896,0.6423847421093002
Blood clot in the leg (DVT) or lung,PGS001278,European,51.83129051142307,2,2.076036519594006,0.6399188504562784
Blood clot in the lung,PGS001279,European,0,2,0.06706126048039725,0.6256884610046745
Blood clot or DVT diagnosed by doctor,PGS000931,European,56.65655992397627,2,2.3071542042948487,0.6334364754947099
Breast Cancer (personal history),PGS000007,European,99.00714016050436,2,100.71915090331234,0.6954076529801605
Breast Carcinoma,PGS005345,African,0,2,0.00441247460679312,0.6231343392565623
Breast Carcinoma,PGS005346,African,0,2,6.415260284199774e-4,0.5908873940736722
Breast Carcinoma,PGS005347,African,0,2,0.00557353730930861,0.5946458132667415
Breast Carcinoma,PGS005348,African,0,2,0.00288849051316582,0.6091889566086616
Breast Carcinoma,PGS005349,African,0,2,0.0589038158386405,0.5928293943618388
Breast Carcinoma,PGS005345,European,0,6,1.063541651621518,0.6431254708053507
Breast Carcinoma,PGS005346,European,0,6,1.7311707417660325,0.6653082947410959
Breast Carcinoma,PGS005347,European,0,6,0.8035258227069381,0.6602854337589954
Breast Carcinoma,PGS005348,European,0,6,1.795748063607601,0.6639689277892182
Breast Carcinoma,PGS005349,European,84.45262319375485,6,32.15976599982819,0.6459980650552845
Breast Carcinoma,PGS005345,South Asian,0,2,0.1921094711767376,0.6472110452062109
Breast Carcinoma,PGS005346,South Asian,0,2,0.21586664211181084,0.6563579298578553
Breast Carcinoma,PGS005347,South Asian,0,2,0.16958098833179147,0.665499896091003
Breast Carcinoma,PGS005348,South Asian,0,2,0.08762107696306443,0.6479400462460179
Breast Carcinoma,PGS005349,South Asian,0,2,0.5898536458706836,0.6698296397097336
Breast cancer,PGS000004,African,37.40828069577125,3,3.1953108529883094,0.5734258512811957
Breast cancer,PGS000029,East Asian,8.691205947960249,2,1.095184763288045,0.6771875660013671
Breast cancer,PGS002294,East Asian,0,2,0.12829958675858338,0.6435294867813774
Breast cancer,PGS000004,European,99.46589010834217,2,187.22738814967389,0.6449766957616456
Breast cancer,PGS000015,European,99.51806012368732,2,207.49476213734073,0.6721453948591416
Breast cancer,PGS001336,European,0,2,0.4393623062734579,0.8085258595410928
Breast cancer,PGS001778,European,95.33612560259984,5,85.76560299800863,0.586867111659497
Breast cancer,PGS003983,European,71.14386542479785,4,10.39640285909286,0.6463816592549446
Breast cancer,PGS003999,European,11.976410904548084,4,3.408177320225865,0.6472870008543842
Breast cancer,PGS004025,European,62.63244236259001,4,8.028354513051166,0.6542117922695923
Breast cancer,PGS004040,European,63.09980065006715,4,8.130037378796597,0.6544881893388007
Breast cancer,PGS004053,European,67.8850591311949,4,9.341446438452124,0.6480851940790464
Breast cancer,PGS004069,European,63.2451941373013,4,8.162197921019644,0.6506926705143116
Breast cancer,PGS004083,European,68.94949186028406,4,9.66167763342582,0.6501440711893776
Breast cancer,PGS004107,European,0,4,0.3008638955645428,0.61644140593879
Breast cancer,PGS004123,European,28.960422681392988,4,4.222998099418908,0.6244108881015868
Breast cancer,PGS004137,European,80.38851447948151,4,15.297158376203864,0.6400910417403131
Breast cancer,PGS004153,European,62.3233965490625,4,7.962501194956712,0.6582519390211554
Breast cancer,PGS000004,Hispanic or Latin American,94.87825042279744,2,19.524578172488233,0.64068540789491
Breast cancer,PGS000317,Hispanic or Latin American,82.1607147230453,2,5.605605743027323,0.6283144619100227
Breast cancer,PGS003983,South Asian,0,2,0.2224376494892309,0.6102149570101991
Breast cancer,PGS003999,South Asian,0,2,0.5168213078865593,0.6204964523215648
Breast cancer,PGS004025,South Asian,0,2,0.9267969344790482,0.6186141747828695
Breast cancer,PGS004040,South Asian,0,2,0.5740366666800232,0.6183167669779875
Breast cancer,PGS004053,South Asian,2.840422230958468,2,1.0292346086323103,0.6130561646447642
Breast cancer,PGS004069,South Asian,0,2,0.18330701153841433,0.6172405064731935
Breast cancer,PGS004083,South Asian,0,2,0.21863425332235792,0.6208692593883886
Breast cancer,PGS004107,South Asian,0,2,0.06892289914490778,0.5933445480927249
Breast cancer,PGS004123,South Asian,0,2,0.9377104242636358,0.6013674235889979
Breast cancer,PGS004137,South Asian,0,2,0.17995340468429183,0.6073817662670552
Breast cancer,PGS004153,South Asian,0,2,0.5307182587786057,0.630220039956027
Breast cancer (FH),PGS001337,European,0,2,0.9242570973155092,0.57527570502019
Cardiovascular disease in patients with type II diabetes Mellitus,PGS004238,East Asian,80.72281395350677,2,5.187479114369566,0.7180389188376207
Cataract,PGS001302,European,94.36694811903132,2,17.752366232920913,0.7437602680376958
Cereal type: Biscuit cereal (e.g. Weetabix),PGS001058,European,96.6431875076459,2,29.790165589461047,0.5580022101404039
"Cereal type: Other (e.g. Cornflakes, Frosties)",PGS001059,European,85.65062143912793,2,6.968942911066567,0.59142988633316
Cervical cancer,PGS001299,European,0,2,0.05413587491646748,0.7697522259789494
Childhood asthma by age 11,PGS002248,European,82.18474650263836,3,11.22633478269726,0.6578298778662982
Childhood asthma by age 8,PGS002248,European,86.54836938522851,3,14.868085938992142,0.6443359834815497
Cholecystitis,PGS000942,European,0,2,0.33864610354846547,0.6447971528212219
Chronic bronchitis/emphysema (FH),PGS001132,European,8.445934970619225,2,1.0922507915722677,0.5846369392259781
Chronic kidney disease or dialysis,PGS003988,European,89.38721199390073,4,28.267784094772026,0.5556342099441548
Chronic kidney disease or dialysis,PGS004004,European,91.83258208152368,4,36.73131496324443,0.5516484787813536
Chronic kidney disease or dialysis,PGS004016,European,91.05074314575184,4,33.522336534300244,0.5568165647488784
Chronic kidney disease or dialysis,PGS004030,European,93.80425869904876,4,48.42035608458026,0.5576523632076666
Chronic kidney disease or dialysis,PGS004045,European,93.41159294456529,4,45.53452715896375,0.5587948641095886
Chronic kidney disease or dialysis,PGS004058,European,93.18755120286777,4,44.037028230771845,0.558818233676632
Chronic kidney disease or dialysis,PGS004074,European,93.48532723274997,4,46.04989547719606,0.5587693701012261
Chronic kidney disease or dialysis,PGS004088,European,91.12195449778328,4,33.79122126881356,0.5561529195718709
Chronic kidney disease or dialysis,PGS004101,European,90.8305072869412,4,32.7171861506311,0.5548507389211098
Chronic kidney disease or dialysis,PGS004112,European,83.15488347890823,4,17.809315811165224,0.5297434434890571
Chronic kidney disease or dialysis,PGS004128,European,86.1543905099851,4,21.6675185167076,0.5496319031255255
Chronic kidney disease or dialysis,PGS004142,European,93.51111984759864,4,46.2329389592714,0.5565916527572234
Chronic kidney disease or dialysis,PGS004158,European,93.9037865721662,4,49.21087549695591,0.5607280974750619
Chronic kidney disease or dialysis,PGS003988,South Asian,0,2,0.9614857580760284,0.5411427540027474
Chronic kidney disease or dialysis,PGS004004,South Asian,0,2,0.2101019871658008,0.5405334581891036
Chronic kidney disease or dialysis,PGS004016,South Asian,45.611569899255514,2,1.8386263367920077,0.5430458895082807
Chronic kidney disease or dialysis,PGS004030,South Asian,28.13804335196269,2,1.3915568774417888,0.5473203716446445
Chronic kidney disease or dialysis,PGS004045,South Asian,53.586943728625734,2,2.154566150854324,0.5482643383606458
Chronic kidney disease or dialysis,PGS004058,South Asian,75.06487217506364,2,4.010406551836285,0.5479574205406109
Chronic kidney disease or dialysis,PGS004074,South Asian,65.7333923375619,2,2.918292962790612,0.5472181085537601
Chronic kidney disease or dialysis,PGS004088,South Asian,52.93741414329849,2,2.124830120990057,0.5425984901078551
Chronic kidney disease or dialysis,PGS004101,South Asian,51.63231517343691,2,2.0674961052731824,0.5444861609735354
Chronic kidney disease or dialysis,PGS004112,South Asian,0,2,0.00217706294527253,0.5233432460806084
Chronic kidney disease or dialysis,PGS004128,South Asian,0,2,0.5344845525513644,0.5366582672113224
Chronic kidney disease or dialysis,PGS004142,South Asian,10.330181568249278,2,1.1152024365490576,0.5442840297644421
Chronic kidney disease or dialysis,PGS004158,South Asian,65.15587251291367,2,2.8699240650253413,0.5489277716794962
Chronic obstructive airways disease/copd,PGS001332,European,84.98389834328604,2,6.6595180484335845,0.7378562213270138
Cirrhosis,PGS001777,European,68.44603851807264,4,9.507522539501927,0.6294648647910847
Cirrhosis (females),PGS001777,European,93.3697998558318,3,30.16500190811228,0.6057974925731116
Cirrhosis (males),PGS001777,European,86.97392670186565,3,15.3538211725436,0.6300784959701468
Clinical osteoarthritis,PGS002728,European,76.29195859491271,2,4.217978123597419,0.5730466116718245
Clinical osteoarthritis,PGS002729,European,67.3181290399312,3,6.119600687621678,0.6175330200588836
Coeliac disease,PGS000040,European,81.60598213716803,6,27.18275059470988,0.8678650721018791
Coffee consumed,PGS001123,European,88.37190302284912,2,8.599859477995349,0.5850949729513026
"Coffee type: Ground coffee (include espresso, filter etc)",PGS001124,European,99.20748757797152,2,126.18098747783202,0.6021254326351686
Coffee type: Instant coffee,PGS001125,European,99.38769771749024,2,163.3180258451921,0.5761085207809682
Colorectal cancer,PGS003851,African,0,2,0.07768571331212637,0.5382772245470867
Colorectal cancer,PGS000151,East Asian,0,2,0.1647949597992888,0.6028275456054263
Colorectal cancer,PGS000802,East Asian,28.58659634656824,3,2.800594703069989,0.5951772520686184
Colorectal cancer,PGS002742,East Asian,0,2,0.9964725299746308,0.618088943595367
Colorectal cancer,PGS002743,East Asian,0,2,0.2516089033280722,0.5940499229017054
Colorectal cancer,PGS002744,East Asian,47.66913406855265,2,1.910918121075973,0.6246360944836867
Colorectal cancer,PGS000146,European,0,2,0.6853202615338045,0.574787594105954
Colorectal cancer,PGS000147,European,92.86645753899036,2,14.018280615357384,0.5802641952029468
Colorectal cancer,PGS000148,European,93.845133081419,4,48.74191497046449,0.6070632827430901
Colorectal cancer,PGS002265,European,84.58103950979937,2,6.485521515121208,0.6173290432027074
Colorectal cancer,PGS003431,European,69.71722771880609,2,3.3022075743739485,0.7061487656548674
Colorectal cancer,PGS003432,European,41.77825825062618,2,1.717571425988394,0.7184408152266099
Colorectal cancer,PGS003433,European,53.20536686401178,2,2.1369972002856303,0.7173580143089511
Colorectal cancer,PGS003434,European,45.0452637202033,2,1.819679371962768,0.70386903221391
Colorectal cancer,PGS003435,European,36.79088350010276,2,1.582050272766628,0.7053235884567496
Colorectal cancer,PGS003436,European,0,2,0.06213610022393694,0.7002634308646438
Colorectal cancer,PGS003851,European,57.06808027119315,2,2.329269239104188,0.6453262112082871
Colorectal cancer,PGS003851,Hispanic or Latin American,0,2,0.13886513648566762,0.5946089262242725
Connective tissue disorder,PGS000959,European,0,2,0.131806723272451,0.699560919765445
Coronary artery calcium score > 20,PGS000013,European,70.99393109664486,2,3.4475543836425544,0.8253467653723385
Coronary artery calcium score > 300,PGS000013,European,62.27505883443409,2,2.6507662281333584,0.828929840801514
Coronary artery disease (personal history),PGS000013,European,97.83228826876376,2,46.13159515586069,0.6931421600271331
Coronary artery disease (prevalent),PGS000013,European,98.68394869662755,3,151.9697594519998,0.7875910423692549
Coronary artery disease (prevalent),PGS000018,European,98.41650925626814,3,126.30323277334293,0.8060759003440822
Coronary heart disease,PGS000013,European,97.11452858622084,3,69.3127643008099,0.6370434389060771
Coronary heart disease,PGS000018,European,99.3346678053331,3,300.60171686135175,0.630021465792394
Coronary heart disease,PGS000746,European,98.74763752872596,3,159.69817412089677,0.606614447076534
Coronary heart disease,PGS000747,European,97.8256072169684,3,91.97970190149132,0.6021189893358738
Coronary heart disease,PGS000748,European,97.97811509577508,3,98.91759891083876,0.6041752774427005
Coronary heart disease,PGS000749,European,33.60552745038735,2,1.5061494753991145,0.5992782790571173
Coronary heart disease,PGS000011,Hispanic or Latin American,90.72439094222332,3,21.561926419518475,0.7391815183529228
Coronary heart disease,PGS000013,Hispanic or Latin American,88.7852474114217,3,17.83365245201134,0.7414175211470909
Coronary heart disease,PGS000018,Hispanic or Latin American,88.17296991039585,3,16.91041609641275,0.7422417842348813
Coronary heart disease,PGS000337,Hispanic or Latin American,86.60625152133204,3,14.932339540236804,0.743083787562805
Coronary heart disease,PGS001780,Hispanic or Latin American,87.43478535223754,3,15.916958492676036,0.7424155253922496
Coronary heart disease,PGS003446,Hispanic or Latin American,86.75162003074406,3,15.096185379957266,0.7410706682621371
Coronary heart disease,PGS003725,Hispanic or Latin American,84.67610849746544,3,13.0515150128099,0.7440235092691477
Coronary heart disease,PGS004595,Hispanic or Latin American,90.55890651534123,3,21.18398682578332,0.7401207964463931
Coronary heart disease (incident and prevalent),PGS000013,European,14.35299128107776,2,1.167583100633224,0.7708460233670892
Coronary heart disease (incident and prevalent),PGS000018,European,64.06356477299934,2,2.7826911425222693,0.7733198462100557
Coronary heart disease (incident and prevalent),PGS001780,European,99.94854532545034,2,1943.458021553966,0.8361637475069836
Crohn's disease,PGS004254,European,0,2,1.1860206890696123e-29,0.72
Crohns disease,PGS001331,European,56.18972264175307,2,2.2825694341598552,0.5748084899646552
DVT,PGS001264,European,66.70459042767209,2,3.0034170260849065,0.6434228380741553
DVT diagnosed by doctor,PGS001266,European,38.52588928687707,2,1.6267010427635664,0.6356539140959935
