performance_id,pgs_id,sampleset_id,reported_trait,ancestry_display,train_bucket,auc,ci_source,cohort_txt,note
PPM022096,PGS004974,PSS011816,LDL cholesterol,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022097,PGS004969,PSS011816,LDL cholesterol,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022098,PGS004971,PSS011816,LDL cholesterol,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022099,PGS004970,PSS011816,LDL cholesterol,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022100,PGS004972,PSS011796,LDL cholesterol,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022101,PGS004973,PSS011796,LDL cholesterol,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022102,PGS004974,PSS011796,LDL cholesterol,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022103,PGS004969,PSS011796,LDL cholesterol,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022104,PGS004971,PSS011796,LDL cholesterol,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022105,PGS004970,PSS011796,LDL cholesterol,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022106,PGS004972,PSS011806,LDL cholesterol,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022107,PGS004973,PSS011806,LDL cholesterol,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022108,PGS004974,PSS011806,LDL cholesterol,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022109,PGS004969,PSS011806,LDL cholesterol,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022110,PGS004971,PSS011806,LDL cholesterol,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022111,PGS004970,PSS011806,LDL cholesterol,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022112,PGS004985,PSS011822,Body mass index (BMI),European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022113,PGS004986,PSS011822,Body mass index (BMI),European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022114,PGS004987,PSS011822,Body mass index (BMI),European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022115,PGS004982,PSS011822,Body mass index (BMI),European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022116,PGS004984,PSS011822,Body mass index (BMI),European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022117,PGS004983,PSS011822,Body mass index (BMI),European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022118,PGS004985,PSS011802,Body mass index (BMI),African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022119,PGS004986,PSS011802,Body mass index (BMI),African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022120,PGS004987,PSS011802,Body mass index (BMI),African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022121,PGS004982,PSS011802,Body mass index (BMI),African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022122,PGS004984,PSS011802,Body mass index (BMI),African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022123,PGS004983,PSS011802,Body mass index (BMI),African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022124,PGS004985,PSS011812,Body mass index (BMI),Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022125,PGS004986,PSS011812,Body mass index (BMI),Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022126,PGS004987,PSS011812,Body mass index (BMI),Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022127,PGS004982,PSS011812,Body mass index (BMI),Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022128,PGS004984,PSS011812,Body mass index (BMI),Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022129,PGS004983,PSS011812,Body mass index (BMI),Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022130,PGS004998,PSS011823,Height,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022131,PGS004999,PSS011823,Height,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022132,PGS005000,PSS011823,Height,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022133,PGS004995,PSS011823,Height,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022134,PGS004997,PSS011823,Height,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022135,PGS004996,PSS011823,Height,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022136,PGS004998,PSS011803,Height,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022137,PGS004999,PSS011803,Height,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022138,PGS005000,PSS011803,Height,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022139,PGS004995,PSS011803,Height,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022140,PGS004997,PSS011803,Height,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022141,PGS004996,PSS011803,Height,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022142,PGS004998,PSS011813,Height,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022143,PGS004999,PSS011813,Height,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022144,PGS005000,PSS011813,Height,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022145,PGS004995,PSS011813,Height,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022146,PGS004997,PSS011813,Height,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022147,PGS004996,PSS011813,Height,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022148,PGS005011,PSS011824,Systolic blood pressure,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022149,PGS005012,PSS011824,Systolic blood pressure,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022150,PGS005013,PSS011824,Systolic blood pressure,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022151,PGS005008,PSS011824,Systolic blood pressure,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022152,PGS005010,PSS011824,Systolic blood pressure,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022153,PGS005009,PSS011824,Systolic blood pressure,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022154,PGS005011,PSS011804,Systolic blood pressure,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022155,PGS005012,PSS011804,Systolic blood pressure,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022156,PGS005013,PSS011804,Systolic blood pressure,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022157,PGS005008,PSS011804,Systolic blood pressure,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022158,PGS005010,PSS011804,Systolic blood pressure,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022159,PGS005009,PSS011804,Systolic blood pressure,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022160,PGS005011,PSS011814,Systolic blood pressure,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022161,PGS005012,PSS011814,Systolic blood pressure,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022162,PGS005013,PSS011814,Systolic blood pressure,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022163,PGS005008,PSS011814,Systolic blood pressure,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022164,PGS005010,PSS011814,Systolic blood pressure,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022165,PGS005009,PSS011814,Systolic blood pressure,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022178,PGS005091,PSS011830,Prevalent coronary heart disease,European,Train: Multi incl. EUR,0.776,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022181,PGS005092,PSS011830,Prevalent coronary heart disease,European,Train: Multi incl. EUR,0.774,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022220,PGS005098,PSS011846,log(PSA),European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022221,PGS005099,PSS011846,log(PSA),European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022222,PGS005100,PSS011846,log(PSA),European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022223,PGS005101,PSS011846,log(PSA),European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022232,PGS005098,PSS011845,log(PSA),Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022233,PGS005099,PSS011845,log(PSA),Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022234,PGS005100,PSS011845,log(PSA),Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022235,PGS005101,PSS011845,log(PSA),Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022489,PGS005170,PSS011964,Incident all-cause dementia,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022490,PGS005170,PSS011962,Incident all-cause dementia,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022491,PGS005170,PSS011963,Incident all-cause dementia,East Asian,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022492,PGS005170,PSS011965,Incident all-cause dementia,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022603,PGS005217,PSS012038,Incident and prevelant peripheral artery disease,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022604,PGS005217,PSS012039,Incident and prevelant peripheral artery disease,East Asian,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022605,PGS005217,PSS012040,Incident and prevelant peripheral artery disease,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022606,PGS005217,PSS012041,Incident and prevelant peripheral artery disease,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022607,PGS005217,PSS012028,Incident and prevelant peripheral artery disease,Middle Eastern or North African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022608,PGS005217,PSS012029,Incident and prevelant peripheral artery disease,South Asian,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022737,PGS005254,PSS012068,incident aortic stenosis,European,Train: European-only,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022738,PGS005255,PSS012068,incident aortic stenosis,European,Train: European-only,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022739,PGS005256,PSS012068,incident aortic stenosis,European,Train: European-only,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM022740,PGS005257,PSS012068,incident aortic stenosis,European,Train: European-only,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023094,PGS005331,PSS012114,Obesity (BMI≥30),Hispanic or Latin American,Train: Multi incl. EUR,0.678,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023095,PGS005103,PSS012115,Obesity (BMI≥25),East Asian,Train: Multi incl. EUR,0.75,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023096,PGS005331,PSS012116,Obesity (BMI≥30),European,Train: Multi incl. EUR,0.706,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023097,PGS005331,PSS012117,Obesity (BMI≥30),Middle Eastern or North African,Train: Multi incl. EUR,0.721,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023098,PGS005332,PSS012118,Obesity (BMI≥30),South Asian,Train: Multi incl. EUR,0.726,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023106,PGS005331,PSS012114,Log transform of body mass index [log(BMI)],Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023107,PGS005103,PSS012115,Log transform of body mass index [log(BMI)],East Asian,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023108,PGS005331,PSS012116,Log transform of body mass index [log(BMI)],European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023109,PGS005331,PSS012117,Log transform of body mass index [log(BMI)],Middle Eastern or North African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023110,PGS005332,PSS012118,Log transform of body mass index [log(BMI)],South Asian,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023126,PGS005335,PSS012114,Type 2 diabetes (T2D),Hispanic or Latin American,Train: Multi incl. EUR,0.767,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023127,PGS005334,PSS012115,Type 2 diabetes (T2D),East Asian,Train: Multi incl. EUR,0.807,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023128,PGS005335,PSS012116,Type 2 diabetes (T2D),European,Train: Multi incl. EUR,0.727,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023129,PGS005335,PSS012117,Type 2 diabetes (T2D),Middle Eastern or North African,Train: Multi incl. EUR,0.778,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023130,PGS005336,PSS012118,Type 2 diabetes (T2D),South Asian,Train: Multi incl. EUR,0.839,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023199,PGS005353,PSS012148,Type 2 diabetes,African,Train: African-only,0.68035189168604,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023200,PGS005354,PSS012148,Type 2 diabetes,African,Train: Multi excl. EUR,0.68035189168604,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023201,PGS005355,PSS012148,Type 2 diabetes,African,Train: Multi excl. EUR,0.68035189168604,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023202,PGS005356,PSS012148,Type 2 diabetes,African,Train: Multi incl. EUR,0.68035189168604,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023203,PGS005357,PSS012148,Type 2 diabetes,African,Train: Multi excl. EUR,0.68035189168604,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023219,PGS005353,PSS012148,Proliferative diabetic retinopathy,African,Train: African-only,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023220,PGS005354,PSS012148,Proliferative diabetic retinopathy,African,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023221,PGS005355,PSS012148,Proliferative diabetic retinopathy,African,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023222,PGS005356,PSS012148,Proliferative diabetic retinopathy,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023223,PGS005357,PSS012148,Proliferative diabetic retinopathy,African,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023224,PGS005353,PSS012148,Ischemic stroke,African,Train: African-only,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023225,PGS005354,PSS012148,Ischemic stroke,African,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023226,PGS005355,PSS012148,Ischemic stroke,African,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023227,PGS005356,PSS012148,Ischemic stroke,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023228,PGS005357,PSS012148,Ischemic stroke,African,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023229,PGS005353,PSS012148,End-stage diabetic nephropathy,African,Train: African-only,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023230,PGS005354,PSS012148,End-stage diabetic nephropathy,African,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023231,PGS005355,PSS012148,End-stage diabetic nephropathy,African,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023232,PGS005356,PSS012148,End-stage diabetic nephropathy,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023233,PGS005357,PSS012148,End-stage diabetic nephropathy,African,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023234,PGS005353,PSS012148,Diabetic retinopathy,African,Train: African-only,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023235,PGS005354,PSS012148,Diabetic retinopathy,African,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023236,PGS005355,PSS012148,Diabetic retinopathy,African,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023237,PGS005356,PSS012148,Diabetic retinopathy,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023238,PGS005357,PSS012148,Diabetic retinopathy,African,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023239,PGS005353,PSS012148,Diabetic nephropathy,African,Train: African-only,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023240,PGS005354,PSS012148,Diabetic nephropathy,African,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023241,PGS005355,PSS012148,Diabetic nephropathy,African,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023242,PGS005356,PSS012148,Diabetic nephropathy,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023243,PGS005357,PSS012148,Diabetic nephropathy,African,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023244,PGS005353,PSS012148,Cardiovascular disease,African,Train: African-only,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023245,PGS005354,PSS012148,Cardiovascular disease,African,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023246,PGS005355,PSS012148,Cardiovascular disease,African,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023247,PGS005356,PSS012148,Cardiovascular disease,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023248,PGS005357,PSS012148,Cardiovascular disease,African,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023249,PGS005358,PSS012151,Type 2 diabetes,Hispanic or Latin American,Train: Multi excl. EUR,0.765548748620214,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023250,PGS005359,PSS012151,Type 2 diabetes,Hispanic or Latin American,Train: Multi excl. EUR,0.765548748620214,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023251,PGS005360,PSS012151,Type 2 diabetes,Hispanic or Latin American,Train: Multi excl. EUR,0.765548748620214,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023252,PGS005361,PSS012151,Type 2 diabetes,Hispanic or Latin American,Train: Multi incl. EUR,0.765548748620214,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023253,PGS005362,PSS012151,Type 2 diabetes,Hispanic or Latin American,Train: Multi excl. EUR,0.765548748620214,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023269,PGS005358,PSS012151,Proliferative diabetic retinopathy,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023270,PGS005359,PSS012151,Proliferative diabetic retinopathy,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023271,PGS005360,PSS012151,Proliferative diabetic retinopathy,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023272,PGS005361,PSS012151,Proliferative diabetic retinopathy,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023273,PGS005362,PSS012151,Proliferative diabetic retinopathy,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
