catalog_snapshot,trait_label,trained_bucket,target_ancestry,side,evaluation_ancestry,pgs_id,pgs_name,dev_method,n_variants,performance_id,sampleset_id,auc,estimate_ci_lower,estimate_ci_upper,ci_source,n_individuals,n_cases,n_controls,pct_male,covariates_txt,cohort_txt,or_txt,hr_txt,catalog_all_of_us
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004098,prscs.CV.GCST005838.Stroke,PRS-CS.CV,1091747,PPM019489,PSS011290,0.56611803,0.52672065,0.60551542,reported_native_or_parsed,9326,211,9115,NA,0,UKB,"1.23173135 [1.07615164,1.40980329]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004108,pt_clump.auto.GCST005838.Stroke,pt_clump.auto,13,PPM019437,PSS011223,0.52243162,0.51400537,0.53085786,reported_native_or_parsed,48148,4515,43633,NA,0,EB,"1.08290552 [1.0515096,1.11523886]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004108,pt_clump.auto.GCST005838.Stroke,pt_clump.auto,13,PPM019438,PSS011234,0.51813805,0.51449934,0.52177675,reported_native_or_parsed,376733,26166,350567,NA,0,FinnGen,"1.06579249 [1.05251543,1.07923704]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004108,pt_clump.auto.GCST005838.Stroke,pt_clump.auto,13,PPM019440,PSS011263,0.51759799,0.50942967,0.5257663,reported_native_or_parsed,66865,5204,61661,NA,0,HUNT,"1.06708597 [1.03737253,1.09765048]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004108,pt_clump.auto.GCST005838.Stroke,pt_clump.auto,13,PPM019442,PSS011276,0.52424078,0.51165085,0.53683071,reported_native_or_parsed,90274,2035,88239,NA,0,UKB,"1.08404756 [1.03738951,1.13280412]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004108,pt_clump.auto.GCST005838.Stroke,pt_clump.auto,13,PPM019439,PSS011247,0.51050789,0.4829624,0.53805337,reported_native_or_parsed,44057,424,43633,NA,0,G&H,"0.97392878 [0.88492665,1.07188237]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004108,pt_clump.auto.GCST005838.Stroke,pt_clump.auto,13,PPM019441,PSS011290,0.49948083,0.4589389,0.54002276,reported_native_or_parsed,9326,211,9115,NA,0,UKB,"0.99729421 [0.87003302,1.1431701]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004124,pt_clump_nested.CV.GCST005838.Stroke,pt_clump_nested.CV,5808,PPM019443,PSS011223,0.51986954,0.51135121,0.52838787,reported_native_or_parsed,48148,4515,43633,NA,0,EB,"1.06894373 [1.03785867,1.10095983]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004124,pt_clump_nested.CV.GCST005838.Stroke,pt_clump_nested.CV,5808,PPM019444,PSS011234,0.52700267,0.52339166,0.53061368,reported_native_or_parsed,376733,26166,350567,NA,0,FinnGen,"1.10078147 [1.08703793,1.11469876]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004124,pt_clump_nested.CV.GCST005838.Stroke,pt_clump_nested.CV,5808,PPM019446,PSS011263,0.52918963,0.52105192,0.53732734,reported_native_or_parsed,66865,5204,61661,NA,0,HUNT,"1.10771682 [1.07678618,1.13953594]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004124,pt_clump_nested.CV.GCST005838.Stroke,pt_clump_nested.CV,5808,PPM019448,PSS011276,0.53537392,0.52278904,0.54795879,reported_native_or_parsed,90274,2035,88239,NA,0,UKB,"1.13266135 [1.08394966,1.18356209]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004124,pt_clump_nested.CV.GCST005838.Stroke,pt_clump_nested.CV,5808,PPM019445,PSS011247,0.53267263,0.5056658,0.55967946,reported_native_or_parsed,44057,424,43633,NA,0,G&H,"1.12773171 [1.02478049,1.24102559]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004124,pt_clump_nested.CV.GCST005838.Stroke,pt_clump_nested.CV,5808,PPM019447,PSS011290,0.5449782,0.50570189,0.58425451,reported_native_or_parsed,9326,211,9115,NA,0,UKB,"1.14402567 [0.99833483,1.31097774]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004154,UKBB_EnsPGS.GCST005838.Stroke,UKBB-EUR.MultiPRS.CV,1116976,PPM019461,PSS011223,0.53509473,0.52657818,0.54361127,reported_native_or_parsed,48148,4515,43633,NA,0,EB,"1.12873414 [1.09591702,1.16253397]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004154,UKBB_EnsPGS.GCST005838.Stroke,UKBB-EUR.MultiPRS.CV,1116976,PPM019462,PSS011234,0.54564548,0.54203694,0.54925403,reported_native_or_parsed,376733,26166,350567,NA,0,FinnGen,"1.17326867 [1.15860257,1.18812042]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004154,UKBB_EnsPGS.GCST005838.Stroke,UKBB-EUR.MultiPRS.CV,1116976,PPM019464,PSS011263,0.53788623,0.52982296,0.5459495,reported_native_or_parsed,66865,5204,61661,NA,0,HUNT,"1.14197217 [1.11007941,1.17478122]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,European,European,PGS004154,UKBB_EnsPGS.GCST005838.Stroke,UKBB-EUR.MultiPRS.CV,1116976,PPM019466,PSS011276,0.55734388,0.54468967,0.56999809,reported_native_or_parsed,90274,2035,88239,NA,0,UKB,"1.23114813 [1.17806817,1.28661969]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004154,UKBB_EnsPGS.GCST005838.Stroke,UKBB-EUR.MultiPRS.CV,1116976,PPM019463,PSS011247,0.52297492,0.49629776,0.54965208,reported_native_or_parsed,44057,424,43633,NA,0,G&H,"1.0828671 [0.98396133,1.19171469]",NA,FALSE
20260923,Stroke excluding subarachnoid hemorrhage,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004154,UKBB_EnsPGS.GCST005838.Stroke,UKBB-EUR.MultiPRS.CV,1116976,PPM019465,PSS011290,0.55516167,0.51584288,0.59448045,reported_native_or_parsed,9326,211,9115,NA,0,UKB,"1.18095532 [1.03046264,1.35342652]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,East Asian,European,European,PGS000330,PRS_T2D,LDpred,6437380,PPM021416,PSS011737,0.726,0.721,0.73,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.79 [1.75,1.83]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,East Asian,Target,East Asian,PGS000330,PRS_T2D,LDpred,6437380,PPM021611,PSS011745,0.714,0.658,0.77,reported_native_or_parsed,1432,76,1356,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.43 [1.12,1.83]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,East Asian,European,European,PGS000713,T2D,snpnet (multi-PRS),183830,PPM021420,PSS011737,0.712,0.707,0.717,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.63 [1.6,1.67]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,East Asian,Target,East Asian,PGS000713,T2D,snpnet (multi-PRS),183830,PPM021597,PSS011745,0.754,0.7,0.808,reported_native_or_parsed,1432,76,1356,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.9 [1.48,2.45]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,East Asian,European,European,PGS000729,T2D_PGS,LD thinning,2017388,PPM021419,PSS011737,0.712,0.707,0.717,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.65 [1.61,1.68]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,East Asian,Target,East Asian,PGS000729,T2D_PGS,LD thinning,2017388,PPM021613,PSS011745,0.718,0.666,0.771,reported_native_or_parsed,1432,76,1356,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.4 [1.1,1.8]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,East Asian,European,European,PGS000864,T2D-gPRS,LD clumping,389243,PPM021431,PSS011737,0.687,0.682,0.692,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.34 [1.32,1.37]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,East Asian,Target,East Asian,PGS000864,T2D-gPRS,LD clumping,389243,PPM021617,PSS011745,0.7,0.643,0.757,reported_native_or_parsed,1432,76,1356,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.05 [0.83,1.32]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,East Asian,European,European,PGS000868,T2D_221,Genome-wide significant variants,221,PPM021429,PSS011737,0.696,0.691,0.701,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.48 [1.45,1.51]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,East Asian,Target,East Asian,PGS000868,T2D_221,Genome-wide significant variants,221,PPM021608,PSS011745,0.727,0.672,0.782,reported_native_or_parsed,1432,76,1356,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.57 [1.24,2.0]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,East Asian,European,European,PGS001295,GBE_HC165,snpnet,385,PPM008975,PSS004314,0.69318,0.65625,0.73011,reported_native_or_parsed,24905,180,24725,NA,"age, sex, UKB array type, Genotype PCs",UKB,NA,NA,FALSE
20260923,Type 2 diabetes,Train: European-only,East Asian,European,European,PGS001295,GBE_HC165,snpnet,385,PPM008977,PSS004316,0.68247,0.66155,0.70338,reported_native_or_parsed,67425,581,66844,NA,"age, sex, UKB array type, Genotype PCs",UKB,NA,NA,FALSE
20260923,Type 2 diabetes,Train: European-only,East Asian,Target,East Asian,PGS001295,GBE_HC165,snpnet,385,PPM008974,PSS004313,0.83509,0.71831,0.95186,reported_native_or_parsed,1704,16,1688,NA,"age, sex, UKB array type, Genotype PCs",UKB,NA,NA,FALSE
20260923,Type 2 diabetes,Train: European-only,East Asian,European,European,PGS001818,portability-PLR_250.2,Penalized regression (bigstatsr),30745,PPM021421,PSS011737,0.709,0.704,0.714,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.62 [1.58,1.65]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,East Asian,Target,East Asian,PGS001818,portability-PLR_250.2,Penalized regression (bigstatsr),30745,PPM021602,PSS011745,0.734,0.679,0.788,reported_native_or_parsed,1432,76,1356,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.74 [1.36,2.22]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,East Asian,European,European,PGS002026,portability-ldpred2_250.2,LDpred2 (bigsnpr),830783,PPM021418,PSS011737,0.714,0.709,0.719,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.67 [1.63,1.71]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,East Asian,Target,East Asian,PGS002026,portability-ldpred2_250.2,LDpred2 (bigsnpr),830783,PPM021605,PSS011745,0.722,0.664,0.78,reported_native_or_parsed,1432,76,1356,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.6 [1.26,2.03]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,East Asian,European,European,PGS002671,disease_T2D.PolyFun-pred,PolyFun-pred,258382,PPM021424,PSS011737,0.704,0.699,0.708,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.55 [1.52,1.59]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,East Asian,Target,East Asian,PGS002671,disease_T2D.PolyFun-pred,PolyFun-pred,258382,PPM021604,PSS011745,0.737,0.68,0.793,reported_native_or_parsed,1432,76,1356,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.73 [1.35,2.21]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,East Asian,European,European,PGS002771,Type_2_diabetes_prscs,PRS-CS,1091608,PPM021411,PSS011737,0.735,0.73,0.74,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.89 [1.85,1.94]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,East Asian,Target,East Asian,PGS002771,Type_2_diabetes_prscs,PRS-CS,1091608,PPM021607,PSS011745,0.728,0.673,0.783,reported_native_or_parsed,1432,76,1356,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.64 [1.27,2.12]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,East Asian,European,European,PGS002780,GTG_T2D_SCT,Stacked clumping and thresholding (SCT),419209,PPM021430,PSS011737,0.694,0.689,0.699,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.46 [1.42,1.49]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,East Asian,Target,East Asian,PGS002780,GTG_T2D_SCT,Stacked clumping and thresholding (SCT),419209,PPM021610,PSS011745,0.712,0.655,0.769,reported_native_or_parsed,1432,76,1356,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.44 [1.13,1.83]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,European,European,PGS000330,PRS_T2D,LDpred,6437380,PPM021416,PSS011737,0.726,0.721,0.73,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.79 [1.75,1.83]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,Target,Hispanic or Latin American,PGS000330,PRS_T2D,LDpred,6437380,PPM021495,PSS011736,0.768,0.761,0.775,reported_native_or_parsed,33652,4033,29619,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.58 [1.53,1.64]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,European,European,PGS000713,T2D,snpnet (multi-PRS),183830,PPM021420,PSS011737,0.712,0.707,0.717,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.63 [1.6,1.67]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,Target,Hispanic or Latin American,PGS000713,T2D,snpnet (multi-PRS),183830,PPM021499,PSS011736,0.762,0.755,0.769,reported_native_or_parsed,33652,4033,29619,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.46 [1.41,1.51]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,European,European,PGS000729,T2D_PGS,LD thinning,2017388,PPM021419,PSS011737,0.712,0.707,0.717,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.65 [1.61,1.68]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,Target,Hispanic or Latin American,PGS000729,T2D_PGS,LD thinning,2017388,PPM021501,PSS011736,0.761,0.754,0.768,reported_native_or_parsed,33652,4033,29619,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.45 [1.4,1.51]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,European,European,PGS000864,T2D-gPRS,LD clumping,389243,PPM021431,PSS011737,0.687,0.682,0.692,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.34 [1.32,1.37]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,Target,Hispanic or Latin American,PGS000864,T2D-gPRS,LD clumping,389243,PPM021509,PSS011736,0.745,0.738,0.752,reported_native_or_parsed,33652,4033,29619,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.02 [0.99,1.06]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,European,European,PGS000868,T2D_221,Genome-wide significant variants,221,PPM021429,PSS011737,0.696,0.691,0.701,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.48 [1.45,1.51]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,Target,Hispanic or Latin American,PGS000868,T2D_221,Genome-wide significant variants,221,PPM021507,PSS011736,0.758,0.751,0.765,reported_native_or_parsed,33652,4033,29619,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.38 [1.33,1.43]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,European,European,PGS001818,portability-PLR_250.2,Penalized regression (bigstatsr),30745,PPM021421,PSS011737,0.709,0.704,0.714,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.62 [1.58,1.65]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,Target,Hispanic or Latin American,PGS001818,portability-PLR_250.2,Penalized regression (bigstatsr),30745,PPM021498,PSS011736,0.762,0.755,0.769,reported_native_or_parsed,33652,4033,29619,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.46 [1.41,1.51]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,European,European,PGS002026,portability-ldpred2_250.2,LDpred2 (bigsnpr),830783,PPM021418,PSS011737,0.714,0.709,0.719,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.67 [1.63,1.71]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,Target,Hispanic or Latin American,PGS002026,portability-ldpred2_250.2,LDpred2 (bigsnpr),830783,PPM021496,PSS011736,0.764,0.757,0.771,reported_native_or_parsed,33652,4033,29619,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.49 [1.44,1.55]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,European,European,PGS002671,disease_T2D.PolyFun-pred,PolyFun-pred,258382,PPM021424,PSS011737,0.704,0.699,0.708,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.55 [1.52,1.59]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,Target,Hispanic or Latin American,PGS002671,disease_T2D.PolyFun-pred,PolyFun-pred,258382,PPM021502,PSS011736,0.761,0.754,0.768,reported_native_or_parsed,33652,4033,29619,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.44 [1.39,1.49]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,European,European,PGS002771,Type_2_diabetes_prscs,PRS-CS,1091608,PPM021411,PSS011737,0.735,0.73,0.74,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.89 [1.85,1.94]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,Target,Hispanic or Latin American,PGS002771,Type_2_diabetes_prscs,PRS-CS,1091608,PPM021493,PSS011736,0.775,0.769,0.782,reported_native_or_parsed,33652,4033,29619,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.7 [1.64,1.76]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,European,European,PGS002780,GTG_T2D_SCT,Stacked clumping and thresholding (SCT),419209,PPM021430,PSS011737,0.694,0.689,0.699,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.46 [1.42,1.49]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,Hispanic or Latin American,Target,Hispanic or Latin American,PGS002780,GTG_T2D_SCT,Stacked clumping and thresholding (SCT),419209,PPM021508,PSS011736,0.756,0.749,0.763,reported_native_or_parsed,33652,4033,29619,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.35 [1.31,1.4]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,South Asian,European,European,PGS000330,PRS_T2D,LDpred,6437380,PPM021416,PSS011737,0.726,0.721,0.73,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.79 [1.75,1.83]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,South Asian,Target,South Asian,PGS000330,PRS_T2D,LDpred,6437380,PPM021626,PSS011749,0.724,0.709,0.738,reported_native_or_parsed,6992,1253,5739,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.62 [1.51,1.73]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,South Asian,European,European,PGS000713,T2D,snpnet (multi-PRS),183830,PPM021420,PSS011737,0.712,0.707,0.717,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.63 [1.6,1.67]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,South Asian,Target,South Asian,PGS000713,T2D,snpnet (multi-PRS),183830,PPM021630,PSS011749,0.721,0.705,0.736,reported_native_or_parsed,6992,1253,5739,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.59 [1.49,1.7]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,South Asian,European,European,PGS000729,T2D_PGS,LD thinning,2017388,PPM021419,PSS011737,0.712,0.707,0.717,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.65 [1.61,1.68]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,South Asian,Target,South Asian,PGS000729,T2D_PGS,LD thinning,2017388,PPM021632,PSS011749,0.717,0.703,0.732,reported_native_or_parsed,6992,1253,5739,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.55 [1.45,1.66]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,South Asian,European,European,PGS000864,T2D-gPRS,LD clumping,389243,PPM021431,PSS011737,0.687,0.682,0.692,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.34 [1.32,1.37]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,South Asian,Target,South Asian,PGS000864,T2D-gPRS,LD clumping,389243,PPM021638,PSS011749,0.693,0.678,0.709,reported_native_or_parsed,6992,1253,5739,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.23 [1.16,1.31]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,South Asian,European,European,PGS000868,T2D_221,Genome-wide significant variants,221,PPM021429,PSS011737,0.696,0.691,0.701,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.48 [1.45,1.51]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,South Asian,Target,South Asian,PGS000868,T2D_221,Genome-wide significant variants,221,PPM021636,PSS011749,0.711,0.696,0.726,reported_native_or_parsed,6992,1253,5739,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.49 [1.39,1.59]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,South Asian,European,European,PGS001295,GBE_HC165,snpnet,385,PPM008975,PSS004314,0.69318,0.65625,0.73011,reported_native_or_parsed,24905,180,24725,NA,"age, sex, UKB array type, Genotype PCs",UKB,NA,NA,FALSE
20260923,Type 2 diabetes,Train: European-only,South Asian,European,European,PGS001295,GBE_HC165,snpnet,385,PPM008977,PSS004316,0.68247,0.66155,0.70338,reported_native_or_parsed,67425,581,66844,NA,"age, sex, UKB array type, Genotype PCs",UKB,NA,NA,FALSE
20260923,Type 2 diabetes,Train: European-only,South Asian,Target,South Asian,PGS001295,GBE_HC165,snpnet,385,PPM008976,PSS004315,0.65806,0.61856,0.69756,reported_native_or_parsed,7831,171,7660,NA,"age, sex, UKB array type, Genotype PCs",UKB,NA,NA,FALSE
20260923,Type 2 diabetes,Train: European-only,South Asian,European,European,PGS001818,portability-PLR_250.2,Penalized regression (bigstatsr),30745,PPM021421,PSS011737,0.709,0.704,0.714,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.62 [1.58,1.65]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,South Asian,Target,South Asian,PGS001818,portability-PLR_250.2,Penalized regression (bigstatsr),30745,PPM021628,PSS011749,0.723,0.708,0.738,reported_native_or_parsed,6992,1253,5739,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.61 [1.51,1.72]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,South Asian,European,European,PGS002026,portability-ldpred2_250.2,LDpred2 (bigsnpr),830783,PPM021418,PSS011737,0.714,0.709,0.719,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.67 [1.63,1.71]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,South Asian,Target,South Asian,PGS002026,portability-ldpred2_250.2,LDpred2 (bigsnpr),830783,PPM021624,PSS011749,0.724,0.709,0.739,reported_native_or_parsed,6992,1253,5739,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.64 [1.53,1.75]",NA,FALSE
