ancestry_target,bucket,trait,median_delta,estimate,p.value,n_pairs,flag_not_pooled,estimate_logit_as_submitted,p_value_logit_as_submitted,p.adj,p_adj_logit_as_submitted,sig
East Asian,Train: European-only,prostate adenocarcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,skin cutaneous melanoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,uterine endometrial carcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,AD NSTEMI,0.009066704790858027,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,AD all cause dementia,0.005736775737851363,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,AD alzheimer's disease,0.047933559813528426,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,AD asthma,-0.017716853870483718,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,AD chronic obstructive pulmonary disease,0.0062916963030935635,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,AD myocardial infarction,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Advanced colorectal neoplasia (FOB Gold model),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Advanced colorectal neoplasia (Ridascreen model),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Advanced glaucoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Age-related macular degeneration,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Alcohol consumed,0.06453935912982123,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Alcohol intake versus 10 years previously (More nowadays),0.051359403218430355,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,All-cause dementia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Alzheimer's disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Alzheimer's/dementia (FH),-0.021980819224203918,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Angina,0.004592974607963374,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Ankylosing spondylitis,-0.006261623355323653,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Any Cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Appendectomy,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Arthritis (nos),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Aspirin,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Aspirin use self-reported,0.04323552588051516,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Asthma,-0.019934104190935775,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Asthma diagnosed by doctor,-0.04681478535289951,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,"Asthma ever, at age 8 years",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Atherosclerotic cardiovascular disease (incident and prevalent),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Atrial fibrillation,-0.02986920207570609,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Atrial flutter,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Basal cell carcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Bladder cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Blood clot diagnosed by doctor,0.08787987630828353,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Blood clot in the leg (DVT),-0.017764742109300347,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Blood clot in the leg (DVT) or lung,-0.004688850456278426,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Blood clot in the lung,0.08484153899532554,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Blood clot or DVT diagnosed by doctor,0.006203524505289937,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Breast Carcinoma,-0.002432395241190155,-0.003503949061665265,0.5427721101600521,4,FALSE,-0.0035671380723421137,0.5366745498800218,0.5880031193400564,0.5459304937969176,FALSE
South Asian,Train: European-only,Breast cancer,-0.02927481180098901,-0.02314171643827549,0.004306878920443621,11,FALSE,-0.027794059177927027,6.0042735856809614e-5,0.01866314198858902,3.902777830692625e-4,TRUE
South Asian,Train: European-only,Breast cancer (FH),0.02936429497980997,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Breast cancer in male carriers of BRCA1/2 mutations,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Breast cancer intrinsic-like subtype (HER2-enriched-like),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Breast cancer intrinsic-like subtype (luminal A-like),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Breast cancer intrinsic-like subtype (luminal B-like),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Breast cancer intrinsic-like subtype (luminal B/HER2-negative-like),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Breast cancer intrinsic-like subtype (triple negative),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,CAD,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Cancer of bladder,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Cancer of brain,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Cancer of brain and nervous system,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Cancer of bronchus; lung,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Cancer of esophagus,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Cancer of eye,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Cancer of larynx,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Cancer of mouth,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Cancer of other female genital organs,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Cancer of other male genital organs,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Cancer of tongue,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Cancer within the respiratory system,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Carcinoma in situ of skin,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Cataract,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Cereal type: Biscuit cereal (e.g. Weetabix),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,"Cereal type: Other (e.g. Cornflakes, Frosties)",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Cervical cancer,0.0696977740210506,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Cholecystitis,0.012492847178778188,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Chronic Kidney Disease (stage 3 or greater),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Chronic back pain,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Chronic bronchitis/emphysema (FH),-0.03516693922597802,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Chronic kidney disease (eGFR <45 ml/min per 1.73 m2),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Chronic kidney disease (eGFR <60 ml/min per 1.73 m2 or UACR >3.0 mg/mmol),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Chronic kidney disease (eGFR <60 ml/min per 1.73 m2),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Chronic kidney disease or dialysis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Chronic lymphoid leukemia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Chronic obstructive airways disease/copd,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Cirrhosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Clinical osteoarthritis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Coeliac disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Coeliac disease in HLA-DQ2.5 carriers,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Coffee consumed,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,"Coffee type: Ground coffee (include espresso, filter etc)",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Coffee type: Instant coffee,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Colon cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Colorectal cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Connective tissue disorder,0.02386908023455503,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Coronary heart disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Coronary heart disease (incident and prevalent),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Crohns disease,0.1351915100353449,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,DVT,0.0021871619258446717,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,DVT diagnosed by doctor,-0.00911391409599338,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Dentures,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Diabetes,-0.012543122598990264,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Diabetes (FH),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Diabetes autoantibody positive insulin sensitive,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Diagnosed with coeliac disease or gluten sensitivity,0.11532731667895657,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Diffuse large B-cell lymphoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Dilated cardiomyopathy,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Discrimination of Type 1 diabetes from Type 2 diabetes,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Diverticular disease,-0.12199999999999989,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Diverticular disease/diverticulitis,0.12328435856176834,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Doctor diagnosed asthma,0.03190598009875212,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Doctor diagnosed hayfever or allergic rhinitis,0.039989534753381295,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Drinking Status,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Dupuytren's contracture,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,ER-negative breast cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,ER-positive breast cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Early CAD,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Early age-related macular degeneration (Clinical Classification),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Early onset lung cancer (< 50 years),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Ease of skin tanning (Get mildly or occasionally tanned),-0.11419500973558061,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Ease of skin tanning (Get moderately tanned),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Ease of skin tanning (Get very tanned),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,"Ease of skin tanning (Never tan, only burn)",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Eczema/dermatitis,-0.008217750723645167,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Emphysema,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Endometrial cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Enlarged prostate,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Enthesitis-related Arthritis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,EoE,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Epithelial non-mucinous ovarian cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Epithelial non-mucinous ovarian cancer in BRCA1 carriers,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Epithelial non-mucinous ovarian cancer in BRCA2 carriers,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Esophageal cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Essential hypertension,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Eye problems/disorders Diabetic eye disease,0.033368890370901516,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Eye problems/disorders Glaucoma,0.030048647594656752,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Eye problems/disorders Macular degeneration,0.05656706676097101,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Facial ageing (About your age),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Facial ageing (Older than you are),-0.06481910989155937,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Facial ageing (Younger than you are),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Familial cutaneous melanoma in non-carriers of a CDKN2A mutation,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Folic acid or folate (Vitamin B9),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Follicular lymphoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Fracture forearm / wrist,-0.01363007930811111,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Fracture radius,0.01877507178873139,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Gallstones,0.016148081234604095,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Gastric cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Genetic haematological disorder,0.16145548608851834,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Glaucoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Glioma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Glucosamine,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Gout,-0.041854519751725494,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Gout diagnosis in patient with arthritis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,HF,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Haemorrhoids / piles,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,"Hair colour (natural, before greying) black",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,"Hair colour (natural, before greying) blonde",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,"Hair colour (natural, before greying) brown",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,"Hair colour (natural, before greying) dark brown",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,"Hair colour (natural, before greying) light brown",0.05788329350403654,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,"Hair colour (natural, before greying) other",0.11251952403652299,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,"Hair colour (natural, before greying) red",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Hayfever allergic rhinitis or eczema,-0.03535485830354157,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Hayfever rhinitis or eczema diagnosed by doctor,-0.03311550154400544,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Hayfever/allergic rhinitis,-0.0012818342631115698,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Hearing difficulty,-0.008127410969373305,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Hearing difficulty and Deafness,-0.008855585410245115,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Heart attack (MI),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Heart failure,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Hiatus hernia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,High BP (FH),0.009485971047093367,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,High cholesterol,-0.04515951908208515,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,High myopia (HM5),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,High myopia (HM6),-0.07551807617051332,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Hodgkin's disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Hypertension,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Hyperthyroidism/thyrotoxicosis,-0.021627571973279247,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Hypertrophic cardiomyopathy,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Hypothyroidism/myxoedema,-0.021049371683722895,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Ibuprofen (e.g. Nurofen),0.0032849214117455228,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Ibuprofen use self-reported,0.014299062892923708,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident Pancreatic cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident atherosclerotic cardiovascular disease in individuals with borderline-intermediate risk ofatherosclerotic cardiovascular disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident bladder cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident blader cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident breast cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident cervical cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident chronic obstructive pulmonary disease before age 50 years,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident epithelial ovarian cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident hypertension,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident invasive melanoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident kidney cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident lung cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident lung cancer in never smokers,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident lung cancer in smokers,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident melanoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident ovarian cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident primary breast cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident prostate cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident testicular cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident thyroid cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident type 2 diabetes,0.07100000000000006,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Incident venous thromboembolism in individuals with inflammatory bowel disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Inflammatory Bowel Disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Inflammatory bowel disease,0.06509989854107046,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Inguinal hernia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Insomnia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Intermediate age-related macular degeneration (Clinical Classification),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Invasive breast cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Iritis,0.17988665685269156,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Ischemic stroke,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Ischemic stroke in atrial fibrillation cases,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Isolated REM sleep behavior disorder,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,JCV seropositivity for Human Polyomavirus JCV,0.07583734680752496,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Keratinocyte cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Keratoconus,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Keratoconus with central corneal thickness variants,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Keratoconus with ﻿corneal resistance factor variants,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Kidney cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,LDL-c blood concentration,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Late CAD,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Late age-related macular degeneration (Clinical Classification),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Late-onset Alzheimer's disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Leisure/social activities (attend adult edication class in once a week or more often),-0.028747355612050995,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,"Leisure/social activities (attend any of the followings in once a week or more often: sports club, gym, pub, social club, religious group, adult edication class, or other group activity)",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Leisure/social activities (attend sports club or gym in once a week or more often),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,"Light smokers, at least 100 smokes in lifetime",0.06079593591822796,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,"Loneliness, isolation",0.009248436980497154,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Low myopia,-0.07392980836289476,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Low-density lipoprotein cholesterol level >4.9mmol/L in individuals who have familial hypercholestrolaemia and no known mutation,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Lower back pain,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Lung cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Lung cancer (FH),-0.02377767561919164,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Lung cancer in individuals who have never smoked,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,Lymphoid leukemia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
South Asian,Train: European-only,"Lymphoid leukemia, chronic",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
