ancestry_target,bucket,trait,median_delta,estimate,p.value,n_pairs,flag_not_pooled,estimate_logit_as_submitted,p_value_logit_as_submitted,p.adj,p_adj_logit_as_submitted,sig
African,Train: European-only,Primary open-angle glaucoma (POAG),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Probabable REM sleep behavior disorder,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Probabable REM sleep behavior disorder (with Parkinson disease),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Prolapsed disc/slipped disc,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Prostate cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Prostate cancer (clinical cases),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Prostate cancer (screening trial detected),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Prostate cancer in BRCA1 carriers,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Prostate cancer in BRCA2 carriers,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Prostate cancer metastasis or death,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Psoriasis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Pulmonary fibrosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Radiographic osteoarthritis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Retinal detachment,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Rheumatoid arthritis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Rheumatoid factor > 16 IU/mL,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Risk of mitral valve prolapse,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Sarcoidosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Severe early age-related macular degeneration (3CACSS),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Severe insulin deficiency,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Short stature in adulthood,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Short stature in adulthood (females),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Short stature in adulthood (males),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Sjogren's syndrome/sicca syndrome,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Skin cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Sleep Apnea,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Smoking Status,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Snoring,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Squamous cell carcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Started insulin within one year diagnosis of diabetes,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Stroke,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Suffer from 'nerves',NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Systemic lupus erythematosus diagnosis in patient with arthritis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Systemic sclerosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE PE,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE acute appendicitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE acute myocardial infarction,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE alzheimer's disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE angina pectoris,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE ankylosing spondylitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE asthma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE atrial fibrillation and flutter,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE calculus of kidney and ureter,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE cholecystitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE cholelithiasis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE crohn's disease [regional enteritis],NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE dementia in alzheimer's disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE diaphragmatic hernia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE disorders of lipoprotein metabolism and other lipidaemias,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE disorders of porphyrin and bilirubin metabolism,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE duodenal ulcer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE fibroblastic disorders,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE follicular cysts of skin and subcutaneous tissue,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE glaucoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE gonarthrosis [arthrosis of knee],NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE inguinal hernia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE insulin-dependent diabetes mellitus,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE internal derangement of knee,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE intestinal malabsorption,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE iridocyclitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE migraine,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE multiple sclerosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE nasal polyp,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE obesity,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE other coagulation defects,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE other disorders of cornea,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE other disorders of pancreatic internal secretion,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE other hypothyroidism,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE other interstitial pulmonary diseases,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE other intervertebral disk disorders,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE other metabolic disorders,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE other non-toxic goitre,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE other retinal disorders,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE other rheumatoid arthritis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE other systemic involvement of connective tissue,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE otosclerosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE psoriasis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE reactive arthropathies,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE retinal detachments and breaks,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE retinal disorders in diseases classified elsewhere,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE sarcoidosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE seborrhoeic keratosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE seropositive rheumatoid arthritis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE skin changes due to chronic exposure to nonionising radiation,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE thyrotoxicosis [hyperthyroidism],NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE ulcerative colitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE unspecified dementia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE unspecified diabetes mellitus,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE varicose veins of lower extremities,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE vascular dementia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE vasomotor and allergic rhinitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE viral warts,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE vitamin b12 deficiency anaemia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE vitiligo,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,TTE zoster [herpes zoster],NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Thinness,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Thyroid cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Tobacco smoking ever vs no,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Total hip replacement,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Type 1 diabetes,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Type 1 diabetes aetiology (non-monogenic),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Type 1 diabetes diagnosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Type 1 diabetes vs latent autoimmune diabetes/type 2 diabetes,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Type 1 diabetes with age of diagnosis under 25,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Type 2 diabetes,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Type 2 diabetes mellitus,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Type 2 diabetes with age of diagnosis over 45,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,UACR > 30 mg/g,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Ulcerative colitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Use of sun/uv protection (Never/rarely),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Use of sun/uv protection (Sometimes),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Uterine fibroids,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Varicose veins,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Vascular/heart problems diagnosed by doctor Heart attack,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Weight change compared with 1 year ago,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,Worrier / anxious feelings,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,breast cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,cervical cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,clinically significant prostate cancer in screened individuals,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,coronary atherosclerosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,esophageal adenocarcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,incident fibromyalgia cases,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,incident idiopathic pulmonary fibrosis cases,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,lung adenocarcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,lung cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,lung squamous cell carcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,ovarian serous carcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,prostate adenocarcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,skin cutaneous melanoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
African,Train: European-only,uterine endometrial carcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,AD NSTEMI,0.07035670479085798,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,AD all cause dementia,0.13639677573785136,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,AD alzheimer's disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,AD asthma,-0.057046853870483805,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,AD chronic obstructive pulmonary disease,0.0669016963030935,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,AD myocardial infarction,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Advanced colorectal neoplasia (FOB Gold model),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Advanced colorectal neoplasia (Ridascreen model),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Advanced glaucoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Age-related macular degeneration,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Alcohol consumed,0.028479359129821136,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Alcohol intake versus 10 years previously (More nowadays),0.019719403218430465,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,All-cause dementia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Alzheimer's disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Alzheimer's/dementia (FH),0.043969180775795924,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Angina,0.04854297460796331,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Ankylosing spondylitis,0.24751837664467624,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Any Cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Appendectomy,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Arthritis (nos),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Aspirin,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Aspirin use self-reported,0.034325525880515184,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Asthma,-0.050634104190935836,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Asthma diagnosed by doctor,-0.04599478535289947,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,"Asthma ever, at age 8 years",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Atherosclerotic cardiovascular disease (incident and prevalent),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Atrial fibrillation,0.05836079792429383,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Atrial flutter,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Basal cell carcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Bladder cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Blood clot diagnosed by doctor,0.21187987630828364,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Blood clot in the leg (DVT),-0.0046747421093001895,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Blood clot in the leg (DVT) or lung,0.02751114954372158,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Blood clot in the lung,0.19988153899532557,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Blood clot or DVT diagnosed by doctor,0.05308352450529008,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Breast Carcinoma,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Breast cancer,-0.04832585954109281,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Breast cancer (FH),0.03337429497981004,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Breast cancer in male carriers of BRCA1/2 mutations,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Breast cancer intrinsic-like subtype (HER2-enriched-like),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Breast cancer intrinsic-like subtype (luminal A-like),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Breast cancer intrinsic-like subtype (luminal B-like),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Breast cancer intrinsic-like subtype (luminal B/HER2-negative-like),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Breast cancer intrinsic-like subtype (triple negative),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,CAD,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Cancer of bladder,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Cancer of brain,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Cancer of brain and nervous system,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Cancer of bronchus; lung,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Cancer of esophagus,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Cancer of eye,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Cancer of larynx,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Cancer of mouth,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Cancer of other female genital organs,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Cancer of other male genital organs,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Cancer of tongue,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Cancer within the respiratory system,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Carcinoma in situ of skin,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Cataract,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Cereal type: Biscuit cereal (e.g. Weetabix),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,"Cereal type: Other (e.g. Cornflakes, Frosties)",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Cervical cancer,0.14455777402105052,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Cholecystitis,0.0436428471787782,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Chronic Kidney Disease (stage 3 or greater),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Chronic back pain,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Chronic bronchitis/emphysema (FH),0.012993060774021847,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Chronic kidney disease (eGFR <45 ml/min per 1.73 m2),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Chronic kidney disease (eGFR <60 ml/min per 1.73 m2 or UACR >3.0 mg/mmol),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Chronic kidney disease (eGFR <60 ml/min per 1.73 m2),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Chronic lymphoid leukemia,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Chronic obstructive airways disease/copd,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Chronic rhinosinusitis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Cirrhosis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Clinical osteoarthritis,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Coeliac disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Coeliac disease in HLA-DQ2.5 carriers,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Coffee consumed,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,"Coffee type: Ground coffee (include espresso, filter etc)",NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Coffee type: Instant coffee,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Colon cancer,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Colorectal cancer,-0.04432621120828717,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Connective tissue disorder,0.06543908023455502,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Coronary heart disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Coronary heart disease (incident and prevalent),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Crohns disease,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,DVT,-0.029482838074155304,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,DVT diagnosed by doctor,0.0021760859040065306,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Dentures,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Diabetes,-0.004313122598990193,NA,NA,1,TRUE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Diabetes (FH),NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Diabetes autoantibody positive insulin sensitive,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
East Asian,Train: European-only,Diagnosed with coeliac disease or gluten sensitivity,NA,NA,NA,0,FALSE,NA,NA,NA,NA,FALSE
