performance_id,pgs_id,sampleset_id,reported_trait,auc_parsed_single,auc_parsed_ci_lower,auc_parsed_ci_upper,auc_native,ci_native_lower,ci_native_upper,auc_native_evaldf,ci_native_lower_evaldf,ci_native_upper_evaldf,auc_native_any,ci_native_lower_any,ci_native_upper_any,auc_single,reported_ci_lower,reported_ci_upper,auc,estimate_ci_lower,estimate_ci_upper,ancestry_eval,train_bucket
PPM006893,PGS001613,PSS006739,Vol. of grey matter in Ventral Striatum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006894,PGS001613,PSS006740,Vol. of grey matter in Ventral Striatum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006896,PGS001547,PSS006742,Vol. of grey matter in Brain-Stem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006897,PGS001547,PSS006743,Vol. of grey matter in Brain-Stem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006898,PGS001547,PSS006744,Vol. of grey matter in Brain-Stem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006899,PGS001547,PSS006745,Vol. of grey matter in Brain-Stem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006901,PGS001565,PSS006747,Vol. of grey matter in I-IV Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006902,PGS001565,PSS006748,Vol. of grey matter in I-IV Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006903,PGS001565,PSS006749,Vol. of grey matter in I-IV Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006904,PGS001565,PSS006750,Vol. of grey matter in I-IV Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006906,PGS001566,PSS006752,Vol. of grey matter in I-IV Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006907,PGS001566,PSS006753,Vol. of grey matter in I-IV Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006908,PGS001566,PSS006754,Vol. of grey matter in I-IV Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006909,PGS001566,PSS006755,Vol. of grey matter in I-IV Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006911,PGS001610,PSS006757,Vol. of grey matter in V Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006912,PGS001610,PSS006758,Vol. of grey matter in V Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006913,PGS001610,PSS006759,Vol. of grey matter in V Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006914,PGS001610,PSS006760,Vol. of grey matter in V Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006916,PGS001611,PSS006762,Vol. of grey matter in V Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006917,PGS001611,PSS006763,Vol. of grey matter in V Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006918,PGS001611,PSS006764,Vol. of grey matter in V Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006919,PGS001611,PSS006765,Vol. of grey matter in V Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006921,PGS001621,PSS006767,Vol. of grey matter in VI Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006922,PGS001621,PSS006768,Vol. of grey matter in VI Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006923,PGS001621,PSS006769,Vol. of grey matter in VI Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006924,PGS001621,PSS006770,Vol. of grey matter in VI Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006926,PGS001616,PSS006772,Vol. of grey matter in Vermis VI Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006927,PGS001616,PSS006773,Vol. of grey matter in Vermis VI Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006928,PGS001616,PSS006774,Vol. of grey matter in Vermis VI Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006929,PGS001616,PSS006775,Vol. of grey matter in Vermis VI Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006931,PGS001622,PSS006777,Vol. of grey matter in VI Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006932,PGS001622,PSS006778,Vol. of grey matter in VI Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006933,PGS001622,PSS006779,Vol. of grey matter in VI Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006934,PGS001622,PSS006780,Vol. of grey matter in VI Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006936,PGS001553,PSS006782,Vol. of grey matter in Crus I Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006937,PGS001553,PSS006783,Vol. of grey matter in Crus I Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006938,PGS001553,PSS006784,Vol. of grey matter in Crus I Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006939,PGS001553,PSS006785,Vol. of grey matter in Crus I Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006941,PGS001554,PSS006787,Vol. of grey matter in Crus II Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006942,PGS001554,PSS006788,Vol. of grey matter in Crus II Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006943,PGS001554,PSS006789,Vol. of grey matter in Crus II Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006944,PGS001554,PSS006790,Vol. of grey matter in Crus II Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006946,PGS001614,PSS006792,Vol. of grey matter in Vermis Crus II Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006947,PGS001614,PSS006793,Vol. of grey matter in Vermis Crus II Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006948,PGS001614,PSS006794,Vol. of grey matter in Vermis Crus II Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006949,PGS001614,PSS006795,Vol. of grey matter in Vermis Crus II Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006951,PGS001555,PSS006797,Vol. of grey matter in Crus II Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006952,PGS001555,PSS006798,Vol. of grey matter in Crus II Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006953,PGS001555,PSS006799,Vol. of grey matter in Crus II Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006954,PGS001555,PSS006800,Vol. of grey matter in Crus II Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006956,PGS001623,PSS006802,Vol. of grey matter in VIIb Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006957,PGS001623,PSS006803,Vol. of grey matter in VIIb Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006958,PGS001623,PSS006804,Vol. of grey matter in VIIb Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006959,PGS001623,PSS006805,Vol. of grey matter in VIIb Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006961,PGS001617,PSS006807,Vol. of grey matter in Vermis VIIb Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006962,PGS001617,PSS006808,Vol. of grey matter in Vermis VIIb Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006963,PGS001617,PSS006809,Vol. of grey matter in Vermis VIIb Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006964,PGS001617,PSS006810,Vol. of grey matter in Vermis VIIb Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006966,PGS001624,PSS006812,Vol. of grey matter in VIIb Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006967,PGS001624,PSS006813,Vol. of grey matter in VIIb Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006968,PGS001624,PSS006814,Vol. of grey matter in VIIb Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006969,PGS001624,PSS006815,Vol. of grey matter in VIIb Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006971,PGS001625,PSS006817,Vol. of grey matter in VIIIa Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006972,PGS001625,PSS006818,Vol. of grey matter in VIIIa Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006973,PGS001625,PSS006819,Vol. of grey matter in VIIIa Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006974,PGS001625,PSS006820,Vol. of grey matter in VIIIa Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006976,PGS001618,PSS006822,Vol. of grey matter in Vermis VIIIa Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006977,PGS001618,PSS006823,Vol. of grey matter in Vermis VIIIa Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006978,PGS001618,PSS006824,Vol. of grey matter in Vermis VIIIa Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006979,PGS001618,PSS006825,Vol. of grey matter in Vermis VIIIa Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006981,PGS001626,PSS006827,Vol. of grey matter in VIIIa Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006982,PGS001626,PSS006828,Vol. of grey matter in VIIIa Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006983,PGS001626,PSS006829,Vol. of grey matter in VIIIa Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006984,PGS001626,PSS006830,Vol. of grey matter in VIIIa Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006986,PGS001627,PSS006832,Vol. of grey matter in VIIIb Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006987,PGS001627,PSS006833,Vol. of grey matter in VIIIb Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006988,PGS001627,PSS006834,Vol. of grey matter in VIIIb Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006989,PGS001627,PSS006835,Vol. of grey matter in VIIIb Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006991,PGS001619,PSS006837,Vol. of grey matter in Vermis VIIIb Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006992,PGS001619,PSS006838,Vol. of grey matter in Vermis VIIIb Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006993,PGS001619,PSS006839,Vol. of grey matter in Vermis VIIIb Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006994,PGS001619,PSS006840,Vol. of grey matter in Vermis VIIIb Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006996,PGS001628,PSS006842,Vol. of grey matter in VIIIb Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM006997,PGS001628,PSS006843,Vol. of grey matter in VIIIb Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM006998,PGS001628,PSS006844,Vol. of grey matter in VIIIb Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM006999,PGS001628,PSS006845,Vol. of grey matter in VIIIb Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007001,PGS001572,PSS006847,Vol. of grey matter in IX Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM007002,PGS001572,PSS006848,Vol. of grey matter in IX Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007003,PGS001572,PSS006849,Vol. of grey matter in IX Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM007004,PGS001572,PSS006850,Vol. of grey matter in IX Cerebellum (L),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007006,PGS001615,PSS006852,Vol. of grey matter in Vermis IX Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM007007,PGS001615,PSS006853,Vol. of grey matter in Vermis IX Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007008,PGS001615,PSS006854,Vol. of grey matter in Vermis IX Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM007009,PGS001615,PSS006855,Vol. of grey matter in Vermis IX Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007011,PGS001573,PSS006857,Vol. of grey matter in IX Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM007012,PGS001573,PSS006858,Vol. of grey matter in IX Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007013,PGS001573,PSS006859,Vol. of grey matter in IX Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM007014,PGS001573,PSS006860,Vol. of grey matter in IX Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007016,PGS001620,PSS006862,Vol. of grey matter in Vermis X Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM007017,PGS001620,PSS006863,Vol. of grey matter in Vermis X Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007018,PGS001620,PSS006864,Vol. of grey matter in Vermis X Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM007019,PGS001620,PSS006865,Vol. of grey matter in Vermis X Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007021,PGS001629,PSS006867,Vol. of grey matter in X Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM007022,PGS001629,PSS006868,Vol. of grey matter in X Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007023,PGS001629,PSS006869,Vol. of grey matter in X Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM007024,PGS001629,PSS006870,Vol. of grey matter in X Cerebellum (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007026,PGS001374,PSS006877,Age stopped smoking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM007027,PGS001374,PSS006878,Age stopped smoking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007028,PGS001374,PSS006879,Age stopped smoking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM007029,PGS001374,PSS006880,Age stopped smoking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007031,PGS001371,PSS006887,Age diabetes diagnosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM007032,PGS001371,PSS006888,Age diabetes diagnosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007033,PGS001371,PSS006889,Age diabetes diagnosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM007034,PGS001371,PSS006890,Age diabetes diagnosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007036,PGS001400,PSS006902,Haemoglobin concentration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM007037,PGS001400,PSS006903,Haemoglobin concentration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007038,PGS001400,PSS006904,Haemoglobin concentration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM007039,PGS001400,PSS006905,Haemoglobin concentration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007041,PGS001517,PSS006952,Platelet crit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM007042,PGS001517,PSS006953,Platelet crit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007043,PGS001517,PSS006954,Platelet crit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM007044,PGS001517,PSS006955,Platelet crit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007046,PGS001378,PSS006987,Basophill count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM007047,PGS001378,PSS006988,Basophill count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007048,PGS001378,PSS006989,Basophill count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM007049,PGS001378,PSS006990,Basophill count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007051,PGS001414,PSS006992,Lymphocyte %,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM007052,PGS001414,PSS006993,Lymphocyte %,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007053,PGS001414,PSS006994,Lymphocyte %,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM007054,PGS001414,PSS006995,Lymphocyte %,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007056,PGS001377,PSS007012,Basophill %,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM007057,PGS001377,PSS007013,Basophill %,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007058,PGS001377,PSS007014,Basophill %,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM007059,PGS001377,PSS007015,Basophill %,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM007061,PGS001528,PSS007022,Reticulocyte count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
