performance_id,pgs_id,sampleset_id,reported_trait,auc_parsed_single,auc_parsed_ci_lower,auc_parsed_ci_upper,auc_native,ci_native_lower,ci_native_upper,auc_native_evaldf,ci_native_lower_evaldf,ci_native_upper_evaldf,auc_native_any,ci_native_lower_any,ci_native_upper_any,auc_single,reported_ci_lower,reported_ci_upper,auc,estimate_ci_lower,estimate_ci_upper,ancestry_eval,train_bucket,ci_lo_logit,ci_hi_logit,ci_lower_inferred,ci_upper_inferred,ci_lower_final,ci_upper_final,has_ci_final,ci_source_final
PPM002182,PGS000013,PSS001063,Incident coronary heart disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002183,PGS000013,PSS001063,Incident coronary heart disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002184,PGS000013,PSS001063,Incident coronary heart disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002185,PGS000819,PSS001067,Diabetic retinopathy in individuals with type 2 diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002186,PGS000819,PSS001066,Diabetic retinopathy in individuals with type 2 diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002187,PGS000819,PSS001065,Diabetic retinopathy in individuals with type 2 diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002188,PGS000819,PSS001067,Diabetic retinopathy in individuals with type 2 diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002189,PGS000819,PSS001067,Diabetic retinopathy in individuals with type 2 diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002190,PGS000819,PSS001067,Retinal hemorrhage in inidividuals with type 2 diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002191,PGS000819,PSS001067,Diplopia in individuals with type 2 diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002192,PGS000819,PSS001067,Time to diabetic retinopathy diagnosis in individuals with type 2 diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002193,PGS000820,PSS001068,Spontaneous hypothyroidism,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,0.6,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002194,PGS000821,PSS001068,Spontaneous hypothyroidism,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,0.6,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002198,PGS000820,PSS001071,Immune checkpoint inhibitor therapy induced immune-related thyroid dysfunction in individuals with non-small cell lung cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002203,PGS000822,PSS001079,Microalbuminuria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002204,PGS000822,PSS001074,Disorders of lipid metabolism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002205,PGS000822,PSS001074,Hyperlipidemia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002206,PGS000822,PSS001074,Mixed hyperlipidemia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002207,PGS000822,PSS001078,Fuchs' dystrophy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002208,PGS000822,PSS001073,Hypertension,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002209,PGS000822,PSS001073,Essential hypertension,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002210,PGS000822,PSS001077,Proteinuria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002211,PGS000822,PSS001075,Gout,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002212,PGS000822,PSS001075,Gout and other crystal arthropathies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002213,PGS000822,PSS001076,Hypercholesterolemia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002214,PGS000823,PSS001080,Incident Alzheimer's disease at age 85 in individuals homozygous for APOE ε4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002215,PGS000823,PSS001080,Incident Alzheimer's disease at age 80 in individuals homozygous for APOE ε4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002216,PGS000823,PSS001080,Incident dementia at age 85 in individuals homozygous for APOE ε4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002217,PGS000823,PSS001080,Incident Alzheimer's disease at age 85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002218,PGS000823,PSS001080,Incident dementia at age 90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002219,PGS000823,PSS001081,Incident all-cause dementia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002220,PGS000823,PSS001081,Incident all-cause dementia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002221,PGS000039,PSS001082,Incident ischemic stroke,0.685,0.64,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.685,0.64,0.73,0.685,0.64,0.73,European,Train: Multi incl. EUR,NA,NA,NA,NA,0.64,0.73,TRUE,reported_native_or_parsed
PPM002222,PGS000039,PSS001082,Incident ischemic stroke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002223,PGS000039,PSS001082,Incident ischemic stroke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002224,PGS000039,PSS001082,Incident ischemic stroke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002225,PGS000039,PSS001082,Incident ischemic stroke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002226,PGS000039,PSS001082,Incident ischemic stroke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002227,PGS000039,PSS001082,Incident ischemic stroke,0.582,0.537,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582,0.537,0.628,0.582,0.537,0.628,European,Train: Multi incl. EUR,NA,NA,NA,NA,0.537,0.628,TRUE,reported_native_or_parsed
PPM002228,PGS000039,PSS001082,Incident large vessel ischemic stroke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002229,PGS000039,PSS001082,Incident cardiometabolic ischemic stroke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002238,PGS000832,PSS001086,Severe Autoimmune Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002239,PGS000832,PSS001087,Severe Insulin-Deficient Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002240,PGS000832,PSS001088,Severe Insulin-Resistant Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002241,PGS000832,PSS001085,Moderate Obesity-related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002242,PGS000832,PSS001084,Moderate Age-Related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002243,PGS000833,PSS001086,Severe Autoimmune Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002244,PGS000833,PSS001087,Severe Insulin-Deficient Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002245,PGS000833,PSS001088,Severe Insulin-Resistant Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002246,PGS000833,PSS001085,Moderate Obesity-related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002247,PGS000833,PSS001084,Moderate Age-Related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002248,PGS000024,PSS001086,Severe Autoimmune Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002249,PGS000024,PSS001087,Severe Insulin-Deficient Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002250,PGS000024,PSS001088,Severe Insulin-Resistant Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002251,PGS000024,PSS001085,Moderate Obesity-related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002252,PGS000024,PSS001084,Moderate Age-Related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002253,PGS000834,PSS001086,Severe Autoimmune Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002254,PGS000834,PSS001087,Severe Insulin-Deficient Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002255,PGS000834,PSS001088,Severe Insulin-Resistant Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002256,PGS000834,PSS001085,Moderate Obesity-related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002257,PGS000834,PSS001084,Moderate Age-Related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002258,PGS000835,PSS001086,Severe Autoimmune Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002259,PGS000835,PSS001087,Severe Insulin-Deficient Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002260,PGS000835,PSS001088,Severe Insulin-Resistant Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002261,PGS000835,PSS001085,Moderate Obesity-related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002262,PGS000835,PSS001084,Moderate Age-Related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002263,PGS000836,PSS001086,Severe Autoimmune Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002264,PGS000836,PSS001087,Severe Insulin-Deficient Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002265,PGS000836,PSS001088,Severe Insulin-Resistant Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002266,PGS000836,PSS001085,Moderate Obesity-related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002267,PGS000836,PSS001084,Moderate Age-Related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002268,PGS000837,PSS001086,Severe Autoimmune Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002269,PGS000837,PSS001087,Severe Insulin-Deficient Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002270,PGS000837,PSS001088,Severe Insulin-Resistant Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002271,PGS000837,PSS001085,Moderate Obesity-related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002272,PGS000837,PSS001084,Moderate Age-Related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002273,PGS000838,PSS001086,Severe Autoimmune Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002274,PGS000838,PSS001087,Severe Insulin-Deficient Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002275,PGS000838,PSS001088,Severe Insulin-Resistant Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002276,PGS000838,PSS001085,Moderate Obesity-related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002277,PGS000838,PSS001084,Moderate Age-Related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002278,PGS000839,PSS001086,Severe Autoimmune Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi excl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002279,PGS000839,PSS001087,Severe Insulin-Deficient Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi excl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002280,PGS000839,PSS001088,Severe Insulin-Resistant Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi excl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002281,PGS000839,PSS001085,Moderate Obesity-related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi excl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002282,PGS000839,PSS001084,Moderate Age-Related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi excl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002283,PGS000840,PSS001086,Severe Autoimmune Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002284,PGS000840,PSS001087,Severe Insulin-Deficient Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002285,PGS000840,PSS001088,Severe Insulin-Resistant Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002286,PGS000840,PSS001085,Moderate Obesity-related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002287,PGS000840,PSS001084,Moderate Age-Related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002288,PGS000841,PSS001086,Severe Autoimmune Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002289,PGS000841,PSS001087,Severe Insulin-Deficient Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002290,PGS000841,PSS001088,Severe Insulin-Resistant Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002291,PGS000841,PSS001085,Moderate Obesity-related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002292,PGS000841,PSS001084,Moderate Age-Related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002293,PGS000842,PSS001086,Severe Autoimmune Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002294,PGS000842,PSS001087,Severe Insulin-Deficient Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002295,PGS000842,PSS001088,Severe Insulin-Resistant Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002296,PGS000842,PSS001085,Moderate Obesity-related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002297,PGS000842,PSS001084,Moderate Age-Related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002298,PGS000843,PSS001086,Severe Autoimmune Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002299,PGS000843,PSS001087,Severe Insulin-Deficient Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002300,PGS000843,PSS001088,Severe Insulin-Resistant Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002301,PGS000843,PSS001085,Moderate Obesity-related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002302,PGS000843,PSS001084,Moderate Age-Related Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002303,PGS000844,PSS001086,Severe Autoimmune Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002304,PGS000844,PSS001087,Severe Insulin-Deficient Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
PPM002305,PGS000844,PSS001088,Severe Insulin-Resistant Diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only,NA,NA,NA,NA,NA,NA,FALSE,none
