pgs_id,ancestry_display,train_bucket,n_eval,cases_total,ctrls_total,auc_mean_w,auc_mean_unw,n_records,n_label
PGS001322,East Asian,Train: European-only,1704,28,1676,0.70681,0.70681,1,2K
PGS001322,South Asian,Train: European-only,7831,218,7613,0.7491799999999998,0.74918,1,8K
PGS001323,European,Train: European-only,92330,2527,89803,0.7099201270089751,0.7155050000000001,2,92K
PGS001323,East Asian,Train: European-only,1704,34,1670,0.70826,0.70826,1,2K
PGS001323,South Asian,Train: European-only,7831,261,7570,0.73399,0.73399,1,8K
PGS001324,European,Train: European-only,92330,54385,37945,0.5853543308362184,0.5843750000000001,2,92K
PGS001324,East Asian,Train: European-only,1704,1063,641,0.58604,0.58604,1,2K
PGS001324,South Asian,Train: European-only,7831,5302,2529,0.59484,0.59484,1,8K
PGS001326,European,Train: European-only,92330,578,91752,0.7431140362036015,0.757335,2,92K
PGS001326,East Asian,Train: European-only,1704,2,1702,0.98854,0.98854,1,2K
PGS001326,South Asian,Train: European-only,7831,11,7820,0.78275,0.78275,1,8K
PGS001327,European,Train: European-only,92330,6111,86219,0.70004496099539,0.701795,2,92K
PGS001327,East Asian,Train: European-only,1704,132,1572,0.69569,0.69569,1,2K
PGS001327,South Asian,Train: European-only,7831,1878,5953,0.68746,0.68746,1,8K
PGS001328,European,Train: European-only,92330,21652,70678,0.578131861194566,0.5811299999999999,2,92K
PGS001328,East Asian,Train: European-only,1704,612,1092,0.56465,0.56465,1,2K
PGS001328,South Asian,Train: European-only,7831,4226,3605,0.58336,0.58336,1,8K
PGS001329,European,Train: European-only,92330,3863,88467,0.7095501176962079,0.714485,2,92K
PGS001329,East Asian,Train: European-only,1704,85,1619,0.70891,0.70891,1,2K
PGS001329,South Asian,Train: European-only,7831,1284,6547,0.70359,0.70359,1,8K
PGS001330,European,Train: European-only,92330,510,91820,0.5686619972728479,0.580605,2,92K
PGS001330,East Asian,Train: European-only,1704,2,1702,0.86369,0.86369,1,2K
PGS001330,South Asian,Train: European-only,7831,48,7783,0.6993300000000001,0.69933,1,8K
PGS001332,European,Train: European-only,92330,2531,89799,0.737910881227373,0.744355,2,92K
PGS001332,East Asian,Train: European-only,1704,6,1698,0.93404,0.93404,1,2K
PGS001332,South Asian,Train: European-only,7831,130,7701,0.74266,0.74266,1,8K
PGS001333,European,Train: European-only,92330,3527,88803,0.7050211897601201,0.708405,2,92K
PGS001333,East Asian,Train: European-only,1704,17,1687,0.77182,0.77182,1,2K
PGS001333,South Asian,Train: European-only,7831,186,7645,0.71121,0.71121,1,8K
PGS001334,European,Train: European-only,92330,2834,89496,0.7335648231023164,0.74072,2,92K
PGS001334,East Asian,Train: European-only,1704,7,1697,0.92777,0.92777,1,2K
PGS001334,South Asian,Train: European-only,7831,148,7683,0.74851,0.74851,1,8K
PGS001335,European,Train: European-only,89763,24771,64992,0.7164323825105368,0.7192000000000001,2,90K
PGS001335,East Asian,Train: European-only,1636,344,1292,0.76033,0.76033,1,2K
PGS001335,South Asian,Train: European-only,7284,2258,5026,0.72573,0.72573,1,7K
PGS001336,European,Train: European-only,92330,3425,88905,0.8084972230439967,0.80761,2,92K
PGS001336,East Asian,Train: European-only,1704,53,1651,0.7601999999999999,0.7602,1,2K
PGS001336,South Asian,Train: European-only,7831,161,7670,0.8356399999999999,0.83564,1,8K
PGS001337,European,Train: European-only,92330,17033,75297,0.5752965480982658,0.57653,2,92K
PGS001337,East Asian,Train: European-only,1704,205,1499,0.60865,0.60865,1,2K
PGS001337,South Asian,Train: European-only,7831,966,6865,0.60464,0.60464,1,8K
PGS001338,European,Train: European-only,92330,4681,87649,0.885185198121945,0.889985,2,92K
PGS001338,East Asian,Train: European-only,1704,43,1661,0.9455100000000001,0.94551,1,2K
PGS001338,South Asian,Train: European-only,7831,408,7423,0.87601,0.87601,1,8K
PGS001339,European,Train: European-only,92330,4573,87757,0.76672382946683,0.7700899999999999,2,92K
PGS001339,East Asian,Train: European-only,1704,24,1680,0.8246999999999999,0.8247,1,2K
PGS001339,South Asian,Train: European-only,10451,200,7631,0.6012742140528781,0.6499950000000001,2,10K
PGS001339,Middle Eastern or North African,Train: European-only,6816,0,0,0.56,0.56,1,7K
PGS001340,European,Train: European-only,92330,4245,88085,0.7649549353908482,0.7685949999999999,2,92K
PGS001340,East Asian,Train: European-only,1704,24,1680,0.82329,0.82329,1,2K
PGS001340,South Asian,Train: European-only,10451,189,7642,0.5984635749583603,0.64753,2,10K
PGS001340,Middle Eastern or North African,Train: European-only,6816,0,0,0.56,0.56,1,7K
PGS001341,European,Train: European-only,92330,12177,80153,0.6285718367052724,0.6310899999999999,2,92K
PGS001341,East Asian,Train: European-only,1704,166,1538,0.57795,0.57795,1,2K
PGS001341,South Asian,Train: European-only,7831,1171,6660,0.60865,0.60865,1,8K
PGS001343,European,Train: European-only,92330,11990,80340,0.6284862943121562,0.63107,2,92K
PGS001343,East Asian,Train: European-only,1704,165,1539,0.57145,0.57145,1,2K
PGS001343,South Asian,Train: European-only,7831,1164,6667,0.61078,0.61078,1,8K
PGS001344,European,Train: European-only,73793,10741,63052,0.6570046841622719,0.659925,2,74K
PGS001344,East Asian,Train: European-only,1072,135,937,0.61098,0.61098,1,1K
PGS001344,South Asian,Train: European-only,6229,901,5328,0.61016,0.61016,1,6K
PGS001345,European,Train: European-only,23203,3006,20197,0.6006277841176837,0.598865,2,23K
PGS001345,East Asian,Train: European-only,245,29,216,0.67066,0.67066,1,245
PGS001345,South Asian,Train: European-only,707,99,608,0.63251,0.63251,1,707
PGS001346,European,Train: European-only,92330,12170,80160,0.6269445064641093,0.629865,2,92K
PGS001346,East Asian,Train: European-only,1704,166,1538,0.58384,0.58384,1,2K
PGS001346,South Asian,Train: European-only,7831,1196,6635,0.6095,0.6095,1,8K
PGS001347,European,Train: European-only,92330,13830,78500,0.6091882763655463,0.60933,2,92K
PGS001347,East Asian,Train: European-only,1704,129,1575,0.65316,0.65316,1,2K
PGS001347,South Asian,Train: European-only,7831,596,7235,0.58721,0.58721,1,8K
PGS001357,European,Train: European-only,532336,25808,506528,0.7081544427249762,0.6958666666666666,3,532K
PGS001357,East Asian,Train: European-only,2581,281,2300,0.6286253109887567,0.6525,2,3K
PGS001357,South Asian,Train: European-only,7844,1447,6397,0.714353358532235,0.6890000000000001,2,8K
PGS001357,Hispanic or Latin American,Train: European-only,33652,4033,29619,0.761,0.761,1,34K
PGS001357,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6623866105055619,0.7030000000000001,2,7K
PGS001369,European,Train: European-only,92330,802,91528,0.5727923512361771,0.57131,2,92K
PGS001369,East Asian,Train: European-only,1704,9,1695,0.8493,0.8493,1,2K
PGS001369,South Asian,Train: European-only,7831,37,7794,0.72977,0.72977,1,8K
PGS001390,European,Train: European-only,92330,1645,90685,0.6941723765144139,0.698955,2,92K
PGS001390,East Asian,Train: European-only,1704,24,1680,0.66565,0.66565,1,2K
PGS001390,South Asian,Train: European-only,7831,135,7696,0.70619,0.70619,1,8K
PGS001392,European,Train: European-only,92330,33623,58707,0.5824033622105665,0.583825,2,92K
PGS001392,East Asian,Train: European-only,1704,440,1264,0.585,0.585,1,2K
PGS001392,South Asian,Train: European-only,7831,1740,6091,0.55862,0.55862,1,8K
PGS001516,European,Train: European-only,92330,4591,87739,0.6313635527173859,0.638395,2,92K
PGS001516,East Asian,Train: European-only,1704,54,1650,0.71022,0.71022,1,2K
PGS001516,South Asian,Train: European-only,7831,333,7498,0.70984,0.70984,1,8K
PGS001522,European,Train: European-only,92330,219,92111,0.6129500714962705,0.63806,2,92K
PGS001522,East Asian,Train: European-only,1704,3,1701,0.9318000000000001,0.9318,1,2K
PGS001522,South Asian,Train: European-only,7831,16,7815,0.78586,0.78586,1,8K
PGS001535,European,Train: European-only,92255,32192,60063,0.5936563601685527,0.59412,2,92K
PGS001535,East Asian,Train: European-only,1652,762,890,0.55282,0.55282,1,2K
PGS001535,South Asian,Train: European-only,7396,2556,4840,0.55494,0.55494,1,7K
PGS001536,European,Train: European-only,92330,176,92154,0.6510112781157296,0.666795,2,92K
PGS001536,East Asian,Train: European-only,1704,6,1698,0.8277400000000001,0.82774,1,2K
PGS001536,South Asian,Train: European-only,7831,71,7760,0.64566,0.64566,1,8K
PGS001781,European,Train: European-only,2267844,158065,2109779,0.755254487831303,0.745,8,2M
PGS001781,East Asian,Train: European-only,2581,281,2300,0.6262303320987563,0.6485,2,3K
PGS001781,South Asian,Train: European-only,7844,1447,6397,0.706971889055716,0.6805,2,8K
PGS001781,Hispanic or Latin American,Train: European-only,33652,4033,29619,0.76,0.76,1,34K
PGS001781,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6616230345640446,0.7055,2,7K
PGS001787,European,Train: Multi incl. EUR,351578,26473,325104,0.64,0.64,1,352K
PGS001787,East Asian,Train: Multi incl. EUR,2633,142,2490,0.679,0.679,1,3K
PGS001787,Middle Eastern or North African,Train: Multi incl. EUR,1529,134,1394,0.689,0.689,1,2K
PGS001818,European,Train: European-only,109021,10069,98952,0.709,0.709,1,109K
PGS001818,East Asian,Train: European-only,2581,281,2300,0.6555297044600065,0.6779999999999999,2,3K
PGS001818,South Asian,Train: European-only,7844,1447,6397,0.7171508013600414,0.7,2,8K
PGS001818,Hispanic or Latin American,Train: European-only,33652,4033,29619,0.7619999999999999,0.762,1,34K
PGS001818,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6640735127602745,0.7065,2,7K
PGS002026,European,Train: European-only,109021,10069,98952,0.714,0.714,1,109K
PGS002026,East Asian,Train: European-only,2581,281,2300,0.6512366084862559,0.6715,2,3K
PGS002026,South Asian,Train: European-only,7844,1447,6397,0.7166249234539652,0.6950000000000001,2,8K
PGS002026,Hispanic or Latin American,Train: European-only,33652,4033,29619,0.764,0.764,1,34K
PGS002026,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6639361323093319,0.706,2,7K
PGS002243,European,Train: European-only,354198,21149,333049,0.7212416840525322,0.72,2,354K
PGS002243,East Asian,Train: European-only,2581,281,2300,0.6267271939050065,0.6499999999999999,2,3K
PGS002243,South Asian,Train: European-only,7844,1447,6397,0.7084632630870239,0.6805,2,8K
PGS002243,Hispanic or Latin American,Train: European-only,33652,4033,29619,0.76,0.76,1,34K
PGS002243,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6625239909565044,0.7035,2,7K
PGS002265,European,Train: European-only,116311,1884,109121,0.5809330517881325,0.5833333333333334,3,116K
PGS002265,African,Train: European-only,5249,56,5193,0.581,0.581,1,5K
PGS002265,East Asian,Train: European-only,6966,96,6870,0.591,0.591,1,7K
PGS002265,Hispanic or Latin American,Train: European-only,6660,70,6590,0.592,0.592,1,7K
PGS002308,European,Train: Multi incl. EUR,54793,8389,46404,0.793,0.793,1,55K
PGS002308,African,Train: Multi incl. EUR,27266,7825,19441,0.7269542514782052,0.7,5,27K
PGS002308,East Asian,Train: Multi incl. EUR,89566,4570,84996,0.7913051260939881,0.7976666666666667,3,90K
PGS002308,Hispanic or Latin American,Train: Multi incl. EUR,2374,868,1506,0.851,0.851,1,2K
PGS002308,Middle Eastern or North African,Train: Multi incl. EUR,6677,2466,4211,0.6703099368187571,0.716,2,7K
PGS002671,European,Train: European-only,109021,10069,98952,0.704,0.704,1,109K
PGS002671,East Asian,Train: European-only,2581,281,2300,0.6305045989100087,0.661,2,3K
PGS002671,South Asian,Train: European-only,7844,1447,6397,0.7108274806261589,0.681,2,8K
PGS002671,Hispanic or Latin American,Train: European-only,33652,4033,29619,0.761,0.761,1,34K
PGS002671,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6664856541131019,0.71,2,7K
PGS002727,European,Train: Multi incl. EUR,391820,15586,376234,0.66,0.66,1,392K
PGS002727,East Asian,Train: Multi incl. EUR,1671,49,1622,0.73,0.73,1,2K
PGS002727,South Asian,Train: Multi incl. EUR,8736,312,8424,0.65,0.65,1,9K
PGS002727,Hispanic or Latin American,Train: Multi incl. EUR,5225,205,5020,0.6999999999999998,0.7,1,5K
PGS002771,European,Train: European-only,109021,10069,98952,0.735,0.735,1,109K
PGS002771,East Asian,Train: European-only,2581,281,2300,0.6621410019575054,0.681,2,3K
PGS002771,South Asian,Train: European-only,7844,1447,6397,0.7343706104696192,0.712,2,8K
PGS002771,Hispanic or Latin American,Train: European-only,33652,4033,29619,0.7750000000000001,0.775,1,34K
PGS002771,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6687604150149871,0.7130000000000001,2,7K
PGS002780,European,Train: European-only,114493,10981,103512,0.6863992658334676,0.6445,2,114K
PGS002780,East Asian,Train: European-only,2581,281,2300,0.6321284491825064,0.655,2,3K
PGS002780,South Asian,Train: European-only,7844,1447,6397,0.7070236448678684,0.6895,2,8K
PGS002780,Hispanic or Latin American,Train: European-only,33652,4033,29619,0.756,0.756,1,34K
PGS002780,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6628754255451942,0.6995,2,7K
PGS003103,European,Train: European-only,138794,14953,115424,0.7064198414449329,0.704,3,139K
PGS003103,East Asian,Train: European-only,2581,281,2300,0.6510328426537562,0.6725,2,3K
PGS003103,South Asian,Train: European-only,7844,1447,6397,0.7219891409931001,0.6985,2,8K
PGS003103,Hispanic or Latin American,Train: European-only,33652,4033,29619,0.77,0.77,1,34K
PGS003103,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6641725563678146,0.7095,2,7K
PGS003443,European,Train: Multi incl. EUR,109021,10069,98952,0.731,0.731,1,109K
PGS003443,East Asian,Train: Multi incl. EUR,2581,281,2300,0.6749435125125051,0.6930000000000001,2,3K
PGS003443,South Asian,Train: Multi incl. EUR,7844,1447,6397,0.735954637118332,0.7065,2,8K
PGS003443,Hispanic or Latin American,Train: Multi incl. EUR,35136,4432,30704,0.7775318944514671,0.76375,2,35K
PGS003443,Middle Eastern or North African,Train: Multi incl. EUR,6677,2466,4211,0.6635239909565044,0.7045,2,7K
PGS003444,European,Train: Multi excl. EUR,109021,10069,98952,0.731,0.731,1,109K
PGS003444,East Asian,Train: Multi excl. EUR,2581,281,2300,0.6749435125125051,0.6930000000000001,2,3K
PGS003444,South Asian,Train: Multi excl. EUR,7844,1447,6397,0.735954637118332,0.7065,2,8K
PGS003444,Hispanic or Latin American,Train: Multi excl. EUR,35136,4432,30704,0.7775318944514671,0.76375,2,35K
PGS003444,Middle Eastern or North African,Train: Multi excl. EUR,4534,2267,2267,0.649,0.649,1,5K
PGS003445,European,Train: Multi excl. EUR,109021,10069,98952,0.731,0.731,1,109K
PGS003445,East Asian,Train: Multi excl. EUR,2581,281,2300,0.6749435125125051,0.6930000000000001,2,3K
PGS003445,South Asian,Train: Multi excl. EUR,7844,1447,6397,0.735954637118332,0.7065,2,8K
PGS003445,Hispanic or Latin American,Train: Multi excl. EUR,35136,4432,30704,0.7775318944514671,0.76375,2,35K
PGS003850,European,Train: Multi incl. EUR,118756,3651,115105,0.6100000000000001,0.61,1,119K
PGS003850,African,Train: Multi incl. EUR,13823,1954,11869,0.58,0.58,1,14K
PGS003850,Hispanic or Latin American,Train: Multi incl. EUR,10377,1681,8696,0.59,0.59,1,10K
PGS003851,European,Train: European-only,191547,4962,186585,0.6422680485125143,0.646,2,192K
PGS003851,African,Train: European-only,19072,2010,17062,0.5265434168056982,0.5345,2,19K
PGS003851,East Asian,Train: European-only,6966,96,6870,0.601,0.601,1,7K
PGS003851,Hispanic or Latin American,Train: European-only,17037,1751,15286,0.5848435692480277,0.593,2,17K
PGS003852,European,Train: Multi incl. EUR,118756,3651,115105,0.65,0.65,1,119K
PGS003852,African,Train: Multi incl. EUR,13823,1954,11869,0.59,0.59,1,14K
PGS003852,Hispanic or Latin American,Train: Multi incl. EUR,10377,1681,8696,0.62,0.62,1,10K
PGS003860,European,Train: European-only,8926,0,0,0.7804248263499888,0.777,3,9K
PGS003860,East Asian,Train: European-only,978,0,0,0.672,0.672,1,978
PGS003860,South Asian,Train: European-only,4641,0,0,0.706,0.706,1,5K
PGS003867,European,Train: Multi incl. EUR,109021,10069,98952,0.73,0.73,1,109K
PGS003867,East Asian,Train: Multi incl. EUR,1149,205,944,0.635,0.635,1,1K
PGS003867,South Asian,Train: Multi incl. EUR,852,194,658,0.681,0.681,1,852
PGS003867,Hispanic or Latin American,Train: Multi incl. EUR,33652,4033,29619,0.776,0.776,1,34K
PGS003867,Middle Eastern or North African,Train: Multi incl. EUR,9346,2466,4211,0.6914592163796137,0.7204666666666667,3,9K
PGS003982,European,Train: European-only,733821,81487,652334,0.614359059269377,0.6181363775,4,734K
PGS003982,South Asian,Train: European-only,53383,8696,44687,0.5723964746939219,0.5805442999999999,2,53K
PGS003982,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6621118496036769,0.702,2,7K
PGS003998,European,Train: European-only,733821,81487,652334,0.6027876490097468,0.607148455,4,734K
PGS003998,South Asian,Train: European-only,53383,8696,44687,0.5702469093774121,0.5754786350000001,2,53K
PGS003998,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.660936132309332,0.7030000000000001,2,7K
PGS004014,European,Train: European-only,733821,81487,652334,0.6087834647230024,0.6127696325,4,734K
PGS004014,South Asian,Train: European-only,53383,8696,44687,0.5678046959311998,0.5729668,2,53K
PGS004014,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6601118496036769,0.7,2,7K
PGS004024,European,Train: European-only,733821,81487,652334,0.6134548986236007,0.6177143275,4,734K
PGS004024,South Asian,Train: European-only,53383,8696,44687,0.574942836851397,0.5810656350000001,2,53K
PGS004024,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6630735127602745,0.7055,2,7K
PGS004039,European,Train: European-only,733821,81487,652334,0.6180303992332896,0.62277685,4,734K
PGS004039,South Asian,Train: European-only,53383,8696,44687,0.5763329443738526,0.583171815,2,53K
PGS004039,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6630735127602745,0.7055,2,7K
PGS004052,European,Train: European-only,733821,81487,652334,0.6192779126889059,0.6229964975,4,734K
PGS004052,South Asian,Train: European-only,53383,8696,44687,0.5762318456848425,0.5840175750000001,2,53K
PGS004052,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6632492300546193,0.7035,2,7K
PGS004068,European,Train: European-only,733821,81487,652334,0.6199289887956606,0.6236066149999999,4,734K
PGS004068,South Asian,Train: European-only,53383,8696,44687,0.5764547321827613,0.584418985,2,53K
PGS004068,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6633866105055619,0.704,2,7K
PGS004082,European,Train: European-only,733821,81487,652334,0.613079732639108,0.61806015,4,734K
PGS004082,South Asian,Train: European-only,53383,8696,44687,0.5698016402433108,0.5764933649999999,2,53K
PGS004082,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6612492300546193,0.7015,2,7K
PGS004106,European,Train: European-only,733821,81487,652334,0.5683798892193586,0.5716113025,4,734K
PGS004106,South Asian,Train: European-only,53383,8696,44687,0.5497503014551401,0.5530843999999999,2,53K
PGS004106,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6597987518583894,0.7015,2,7K
PGS004122,European,Train: European-only,733821,81487,652334,0.5840180345427903,0.5865176025,4,734K
PGS004122,South Asian,Train: European-only,53383,8696,44687,0.5569408564191642,0.5609443000000001,2,53K
PGS004122,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6601118496036769,0.7,2,7K
PGS004136,European,Train: European-only,733821,81487,652334,0.6141730633070368,0.6182639375,4,734K
PGS004136,South Asian,Train: European-only,53383,8696,44687,0.5754509510330639,0.582642745,2,53K
PGS004136,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6636613714074469,0.7050000000000001,2,7K
PGS004152,European,Train: European-only,733821,81487,652334,0.6224392180926949,0.626617105,4,734K
PGS004152,South Asian,Train: European-only,53383,8696,44687,0.5790189644039554,0.58693871,2,53K
PGS004152,Middle Eastern or North African,Train: European-only,6677,2466,4211,0.6637987518583894,0.7055,2,7K
PGS004233,European,Train: Multi incl. EUR,22701,0,0,0.754,0.754,1,23K
PGS004233,African,Train: Multi incl. EUR,8822,0,0,0.754,0.754,1,9K
PGS004233,Hispanic or Latin American,Train: Multi incl. EUR,6718,0,0,0.754,0.754,1,7K
PGS004234,European,Train: Multi incl. EUR,22701,0,0,0.763,0.763,1,23K
PGS004234,African,Train: Multi incl. EUR,8822,0,0,0.763,0.763,1,9K
PGS004234,Hispanic or Latin American,Train: Multi incl. EUR,6718,0,0,0.763,0.763,1,7K
PGS004235,European,Train: Multi incl. EUR,22701,0,0,0.757,0.757,1,23K
PGS004235,African,Train: Multi incl. EUR,8822,0,0,0.757,0.757,1,9K
PGS004235,Hispanic or Latin American,Train: Multi incl. EUR,6718,0,0,0.757,0.757,1,7K
PGS004236,European,Train: Multi incl. EUR,22701,0,0,0.7639999999999999,0.764,1,23K
PGS004236,African,Train: Multi incl. EUR,8822,0,0,0.764,0.764,1,9K
PGS004236,Hispanic or Latin American,Train: Multi incl. EUR,6718,0,0,0.7639999999999999,0.764,1,7K
PGS004696,European,Train: Multi incl. EUR,52702,4970,47732,0.774,0.774,1,53K
PGS004696,East Asian,Train: Multi incl. EUR,22751,6321,16430,0.762,0.762,1,23K
PGS004696,South Asian,Train: Multi incl. EUR,9178,517,8661,0.8030000000000002,0.803,1,9K
PGS004696,Hispanic or Latin American,Train: Multi incl. EUR,6138,314,5824,0.706,0.706,1,6K
PGS004697,European,Train: Multi incl. EUR,52702,4970,47732,0.773,0.773,1,53K
PGS004697,East Asian,Train: Multi incl. EUR,22751,6321,16430,0.756,0.756,1,23K
PGS004697,South Asian,Train: Multi incl. EUR,9178,517,8661,0.8030000000000002,0.803,1,9K
PGS004697,Hispanic or Latin American,Train: Multi incl. EUR,6138,314,5824,0.708,0.708,1,6K
PGS004698,European,Train: Multi incl. EUR,52702,4970,47732,0.773,0.773,1,53K
PGS004698,East Asian,Train: Multi incl. EUR,22751,6321,16430,0.748,0.748,1,23K
PGS004698,South Asian,Train: Multi incl. EUR,9178,517,8661,0.786,0.786,1,9K
PGS004698,Hispanic or Latin American,Train: Multi incl. EUR,6138,314,5824,0.699,0.699,1,6K
PGS004859,European,Train: Multi incl. EUR,45090,7474,37616,0.7585487642842496,0.7333333333333334,3,45K
PGS004859,African,Train: Multi incl. EUR,14049,4021,10028,0.7548125268311072,0.73,3,14K
PGS004859,East Asian,Train: Multi incl. EUR,1326,200,1126,0.7949999999999999,0.7949999999999999,2,1K
PGS004859,South Asian,Train: Multi incl. EUR,646,176,470,0.8150000000000001,0.815,2,646
PGS004859,Hispanic or Latin American,Train: Multi incl. EUR,10764,2650,8114,0.795,0.7949999999999999,2,11K
PGS004859,Middle Eastern or North African,Train: Multi incl. EUR,6677,2466,4211,0.6703482736621595,0.7135,2,7K
PGS004863,European,Train: Multi incl. EUR,229265,2923,226342,0.746,0.746,1,229K
PGS004863,East Asian,Train: Multi incl. EUR,3224,1348,1876,0.6476220656095487,0.671,3,3K
PGS004863,South Asian,Train: Multi incl. EUR,718,104,614,0.69,0.69,1,718
PGS004923,European,Train: Multi incl. EUR,354198,21149,333049,0.758460804767685,0.757,2,354K
PGS004923,East Asian,Train: Multi incl. EUR,2581,281,2300,0.6590328426537562,0.6805,2,3K
PGS004923,South Asian,Train: Multi incl. EUR,7844,1447,6397,0.7364051143443875,0.72,2,8K
PGS004923,Hispanic or Latin American,Train: Multi incl. EUR,33652,4033,29619,0.777,0.777,1,34K
PGS005091,European,Train: Multi incl. EUR,162291,26242,136049,0.7865360662993192,0.789,3,162K
PGS005091,East Asian,Train: Multi incl. EUR,7540,1169,6371,0.7963531511223275,0.789,3,8K
PGS005091,South Asian,Train: Multi incl. EUR,3104,390,2714,0.7890099647315753,0.789,3,3K
PGS005091,Hispanic or Latin American,Train: Multi incl. EUR,39194,4090,35104,0.7852250850901492,0.789,3,39K
PGS005091,Middle Eastern or North African,Train: Multi incl. EUR,1736,205,1531,0.7795127500190459,0.7835000000000001,2,2K
PGS005092,European,Train: Multi incl. EUR,162291,26242,136049,0.7863635287823241,0.7893333333333333,3,162K
PGS005092,East Asian,Train: Multi incl. EUR,7540,1169,6371,0.7970332003316883,0.7893333333333333,3,8K
PGS005092,South Asian,Train: Multi incl. EUR,3104,390,2714,0.7891111952528242,0.7893333333333333,3,3K
PGS005092,Hispanic or Latin American,Train: Multi incl. EUR,39194,4090,35104,0.7845334055934952,0.7893333333333333,3,39K
PGS005092,Middle Eastern or North African,Train: Multi incl. EUR,1736,205,1531,0.7784494833574582,0.7835000000000001,2,2K
PGS005237,European,Train: Multi incl. EUR,192610,3729,188881,0.770699487920887,0.734,3,193K
PGS005237,African,Train: Multi incl. EUR,3193,82,3111,0.796,0.796,1,3K
PGS005237,South Asian,Train: Multi incl. EUR,5097,30,5067,0.845,0.845,1,5K
PGS005238,European,Train: Multi incl. EUR,192610,3729,188881,0.7808063171300023,0.7516666666666667,3,193K
PGS005238,African,Train: Multi incl. EUR,3193,82,3111,0.798,0.798,1,3K
PGS005238,South Asian,Train: Multi incl. EUR,5097,30,5067,0.842,0.842,1,5K
PGS005239,European,Train: Multi incl. EUR,192610,3729,188881,0.7725008209256827,0.7386666666666667,3,193K
PGS005239,African,Train: Multi incl. EUR,3193,82,3111,0.8,0.8,1,3K
PGS005239,South Asian,Train: Multi incl. EUR,5097,30,5067,0.834,0.834,1,5K
PGS005240,European,Train: Multi incl. EUR,192610,3729,188881,0.7778484572427193,0.7453333333333333,3,193K
PGS005240,African,Train: Multi incl. EUR,3193,82,3111,0.793,0.793,1,3K
PGS005240,South Asian,Train: Multi incl. EUR,5097,30,5067,0.836,0.836,1,5K
PGS005241,European,Train: Multi incl. EUR,192610,3729,188881,0.7491189864757801,0.7173333333333333,3,193K
PGS005241,African,Train: Multi incl. EUR,3193,82,3111,0.788,0.788,1,3K
PGS005241,South Asian,Train: Multi incl. EUR,5097,30,5067,0.805,0.805,1,5K
PGS005331,European,Train: Multi incl. EUR,213096,8689,25934,0.7118391807437416,0.7179093920519797,3,213K
PGS005331,Hispanic or Latin American,Train: Multi incl. EUR,48886,0,0,0.6833567074418034,0.712,2,49K
PGS005331,Middle Eastern or North African,Train: Multi incl. EUR,7358,0,0,0.6800171242185377,0.6975,2,7K
PGS005335,European,Train: Multi incl. EUR,213096,2724,31899,0.7320331910658977,0.738831169527254,3,213K
PGS005335,Hispanic or Latin American,Train: Multi incl. EUR,48886,0,0,0.7701510043775314,0.787,2,49K
PGS005335,Middle Eastern or North African,Train: Multi incl. EUR,7358,0,0,0.7448649089426475,0.759,2,7K
PGS005345,European,Train: European-only,223305,3453,219852,0.6453338327858628,0.647,3,223K
PGS005345,African,Train: European-only,4427,27,4400,0.6260000000000001,0.626,1,4K
PGS005345,South Asian,Train: European-only,4435,43,4392,0.659,0.659,1,4K
PGS005346,European,Train: European-only,223305,3453,219852,0.6673913286427001,0.6693333333333333,3,223K
PGS005346,African,Train: European-only,4427,27,4400,0.592,0.592,1,4K
PGS005346,South Asian,Train: European-only,4435,43,4392,0.67,0.67,1,4K
PGS005347,European,Train: European-only,223305,3453,219852,0.6625834280625011,0.6656666666666667,3,223K
PGS005347,African,Train: European-only,4427,27,4400,0.598,0.598,1,4K
PGS005347,South Asian,Train: European-only,4435,43,4392,0.678,0.678,1,4K
PGS005348,European,Train: European-only,223305,3453,219852,0.6660831835416378,0.661,3,223K
PGS005348,African,Train: European-only,4427,27,4400,0.611,0.611,1,4K
PGS005348,South Asian,Train: European-only,4435,43,4392,0.657,0.657,1,4K
PGS005349,European,Train: European-only,223305,3453,219852,0.6485546612573655,0.6726666666666666,3,223K
PGS005349,African,Train: European-only,4427,27,4400,0.605,0.605,1,4K
PGS005349,South Asian,Train: European-only,4435,43,4392,0.693,0.693,1,4K
